Notes,State,State Code,Five-Year Age Groups,Five-Year Age Groups Code,Ethnicity,Gender,Gender Code,Year,Year Code,Deaths,Population,Crude Rate
,Alabama,1,35-39 years,35-39,Hispanic,Male,M,2010,2010,Suppressed,8263,Suppressed
,Alabama,1,35-39 years,35-39,Hispanic,Male,M,2011,2011,Suppressed,8615,Suppressed
,Alabama,1,35-39 years,35-39,Hispanic,Male,M,2012,2012,Suppressed,8889,Suppressed
,Alabama,1,35-39 years,35-39,Hispanic,Male,M,2013,2013,Suppressed,9265,Suppressed
,Alabama,1,35-39 years,35-39,Hispanic,Male,M,2014,2014,Suppressed,9391,Suppressed
,Alabama,1,35-39 years,35-39,Hispanic,Male,M,2015,2015,Suppressed,9537,Suppressed
,Alabama,1,35-39 years,35-39,Hispanic,Male,M,2016,2016,Suppressed,9323,Suppressed
,Alabama,1,35-39 years,35-39,Hispanic,Male,M,2017,2017,Suppressed,9521,Suppressed
,Alabama,1,35-39 years,35-39,Hispanic,Male,M,2018,2018,Suppressed,9623,Suppressed
Total,Alabama,1,35-39 years,35-39,Hispanic,Male,M,,,Suppressed,139941,Suppressed
Total,Alabama,1,35-39 years,35-39,Hispanic,,,,,Suppressed,139941,Suppressed
,Alabama,1,40-44 years,40-44,Hispanic,Male,M,1999,1999,Suppressed,2082,Suppressed
,Alabama,1,40-44 years,40-44,Hispanic,Male,M,2000,2000,Suppressed,2462,Suppressed
,Alabama,1,40-44 years,40-44,Hispanic,Male,M,2001,2001,Suppressed,2753,Suppressed
,Alabama,1,40-44 years,40-44,Hispanic,Male,M,2002,2002,Suppressed,3064,Suppressed
,Alabama,1,40-44 years,40-44,Hispanic,Male,M,2003,2003,Suppressed,3347,Suppressed
