Notes,State,State Code,Five-Year Age Groups,Five-Year Age Groups Code,Ethnicity,Gender,Gender Code,Year,Year Code,Deaths,Population,Crude Rate
,Arkansas,5,65-69 years,65-69,Hispanic,Male,M,2012,2012,Suppressed,1131,Suppressed
,Arkansas,5,65-69 years,65-69,Hispanic,Male,M,2013,2013,Suppressed,1296,Suppressed
,Arkansas,5,65-69 years,65-69,Hispanic,Male,M,2014,2014,Suppressed,1377,Suppressed
,Arkansas,5,65-69 years,65-69,Hispanic,Male,M,2015,2015,Suppressed,1522,Suppressed
,Arkansas,5,65-69 years,65-69,Hispanic,Male,M,2016,2016,Suppressed,1643,Suppressed
,Arkansas,5,65-69 years,65-69,Hispanic,Male,M,2017,2017,Suppressed,1765,Suppressed
,Arkansas,5,65-69 years,65-69,Hispanic,Male,M,2018,2018,Suppressed,1870,Suppressed
Total,Arkansas,5,65-69 years,65-69,Hispanic,Male,M,,,Suppressed,18718,Suppressed
Total,Arkansas,5,65-69 years,65-69,Hispanic,,,,,Suppressed,18718,Suppressed
,Arkansas,5,70-74 years,70-74,Hispanic,Male,M,1999,1999,Suppressed,205,Suppressed
,Arkansas,5,70-74 years,70-74,Hispanic,Male,M,2000,2000,Suppressed,284,Suppressed
,Arkansas,5,70-74 years,70-74,Hispanic,Male,M,2001,2001,Suppressed,299,Suppressed
,Arkansas,5,70-74 years,70-74,Hispanic,Male,M,2002,2002,Suppressed,319,Suppressed
,Arkansas,5,70-74 years,70-74,Hispanic,Male,M,2003,2003,Suppressed,366,Suppressed
,Arkansas,5,70-74 years,70-74,Hispanic,Male,M,2004,2004,Suppressed,380,Suppressed
,Arkansas,5,70-74 years,70-74,Hispanic,Male,M,2005,2005,Suppressed,393,Suppressed
,Arkansas,5,70-74 years,70-74,Hispanic,Male,M,2006,2006,Suppressed,460,Suppressed
,Arkansas,5,70-74 years,70-74,Hispanic,Male,M,2007,2007,Suppressed,488,Suppressed
,Arkansas,5,70-74 years,70-74,Hispanic,Male,M,2008,2008,Suppressed,513,Suppressed
,Arkansas,5,70-74 years,70-74,Hispanic,Male,M,2009,2009,Suppressed,551,Suppressed
,Arkansas,5,70-74 years,70-74,Hispanic,Male,M,2010,2010,Suppressed,585,Suppressed
,Arkansas,5,70-74 years,70-74,Hispanic,Male,M,2011,2011,Suppressed,634,Suppressed
,Arkansas,5,70-74 years,70-74,Hispanic,Male,M,2012,2012,Suppressed,681,Suppressed
,Arkansas,5,70-74 years,70-74,Hispanic,Male,M,2013,2013,Suppressed,709,Suppressed
,Arkansas,5,70-74 years,70-74,Hispanic,Male,M,2014,2014,Suppressed,773,Suppressed
,Arkansas,5,70-74 years,70-74,Hispanic,Male,M,2015,2015,Suppressed,828,Suppressed
,Arkansas,5,70-74 years,70-74,Hispanic,Male,M,2016,2016,Suppressed,911,Suppressed
,Arkansas,5,70-74 years,70-74,Hispanic,Male,M,2017,2017,Suppressed,1026,Suppressed
,Arkansas,5,70-74 years,70-74,Hispanic,Male,M,2018,2018,Suppressed,1135,Suppressed
Total,Arkansas,5,70-74 years,70-74,Hispanic,Male,M,,,Suppressed,11540,Suppressed
Total,Arkansas,5,70-74 years,70-74,Hispanic,,,,,Suppressed,11540,Suppressed
,Arkansas,5,75-79 years,75-79,Hispanic,Male,M,1999,1999,Suppressed,102,Suppressed
,Arkansas,5,75-79 years,75-79,Hispanic,Male,M,2000,2000,Suppressed,184,Suppressed
,Arkansas,5,75-79 years,75-79,Hispanic,Male,M,2001,2001,Suppressed,192,Suppressed
,Arkansas,5,75-79 years,75-79,Hispanic,Male,M,2002,2002,Suppressed,197,Suppressed
,Arkansas,5,75-79 years,75-79,Hispanic,Male,M,2003,2003,Suppressed,211,Suppressed
,Arkansas,5,75-79 years,75-79,Hispanic,Male,M,2004,2004,Suppressed,231,Suppressed
,Arkansas,5,75-79 years,75-79,Hispanic,Male,M,2005,2005,Suppressed,243,Suppressed
,Arkansas,5,75-79 years,75-79,Hispanic,Male,M,2006,2006,Suppressed,272,Suppressed
,Arkansas,5,75-79 years,75-79,Hispanic,Male,M,2007,2007,Suppressed,291,Suppressed
,Arkansas,5,75-79 years,75-79,Hispanic,Male,M,2008,2008,Suppressed,330,Suppressed
,Arkansas,5,75-79 years,75-79,Hispanic,Male,M,2009,2009,Suppressed,327,Suppressed
,Arkansas,5,75-79 years,75-79,Hispanic,Male,M,2010,2010,Suppressed,322,Suppressed
,Arkansas,5,75-79 years,75-79,Hispanic,Male,M,2011,2011,Suppressed,363,Suppressed
,Arkansas,5,75-79 years,75-79,Hispanic,Male,M,2012,2012,Suppressed,406,Suppressed
,Arkansas,5,75-79 years,75-79,Hispanic,Male,M,2013,2013,Suppressed,464,Suppressed
,Arkansas,5,75-79 years,75-79,Hispanic,Male,M,2014,2014,Suppressed,523,Suppressed
,Arkansas,5,75-79 years,75-79,Hispanic,Male,M,2015,2015,Suppressed,571,Suppressed
,Arkansas,5,75-79 years,75-79,Hispanic,Male,M,2016,2016,Suppressed,568,Suppressed
,Arkansas,5,75-79 years,75-79,Hispanic,Male,M,2017,2017,Suppressed,622,Suppressed
,Arkansas,5,75-79 years,75-79,Hispanic,Male,M,2018,2018,Suppressed,654,Suppressed
Total,Arkansas,5,75-79 years,75-79,Hispanic,Male,M,,,Suppressed,7073,Suppressed
Total,Arkansas,5,75-79 years,75-79,Hispanic,,,,,Suppressed,7073,Suppressed
,Arkansas,5,80-84 years,80-84,Hispanic,Male,M,1999,1999,Suppressed,55,Suppressed
,Arkansas,5,80-84 years,80-84,Hispanic,Male,M,2000,2000,Suppressed,110,Suppressed
,Arkansas,5,80-84 years,80-84,Hispanic,Male,M,2001,2001,Suppressed,124,Suppressed
,Arkansas,5,80-84 years,80-84,Hispanic,Male,M,2002,2002,Suppressed,128,Suppressed
,Arkansas,5,80-84 years,80-84,Hispanic,Male,M,2003,2003,Suppressed,125,Suppressed
,Arkansas,5,80-84 years,80-84,Hispanic,Male,M,2004,2004,Suppressed,133,Suppressed
,Arkansas,5,80-84 years,80-84,Hispanic,Male,M,2005,2005,Suppressed,153,Suppressed
,Arkansas,5,80-84 years,80-84,Hispanic,Male,M,2006,2006,Suppressed,145,Suppressed
,Arkansas,5,80-84 years,80-84,Hispanic,Male,M,2007,2007,Suppressed,152,Suppressed
,Arkansas,5,80-84 years,80-84,Hispanic,Male,M,2008,2008,Suppressed,167,Suppressed
,Arkansas,5,80-84 years,80-84,Hispanic,Male,M,2009,2009,Suppressed,192,Suppressed
,Arkansas,5,80-84 years,80-84,Hispanic,Male,M,2010,2010,Suppressed,202,Suppressed
,Arkansas,5,80-84 years,80-84,Hispanic,Male,M,2011,2011,Suppressed,211,Suppressed
,Arkansas,5,80-84 years,80-84,Hispanic,Male,M,2012,2012,Suppressed,235,Suppressed
,Arkansas,5,80-84 years,80-84,Hispanic,Male,M,2013,2013,Suppressed,268,Suppressed
,Arkansas,5,80-84 years,80-84,Hispanic,Male,M,2014,2014,Suppressed,286,Suppressed
,Arkansas,5,80-84 years,80-84,Hispanic,Male,M,2015,2015,Suppressed,292,Suppressed
,Arkansas,5,80-84 years,80-84,Hispanic,Male,M,2016,2016,Suppressed,349,Suppressed
,Arkansas,5,80-84 years,80-84,Hispanic,Male,M,2017,2017,Suppressed,354,Suppressed
,Arkansas,5,80-84 years,80-84,Hispanic,Male,M,2018,2018,Suppressed,405,Suppressed
Total,Arkansas,5,80-84 years,80-84,Hispanic,Male,M,,,Suppressed,4086,Suppressed
Total,Arkansas,5,80-84 years,80-84,Hispanic,,,,,Suppressed,4086,Suppressed
,Arkansas,5,85-89 years,85-89,Hispanic,Male,M,1999,1999,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,85-89 years,85-89,Hispanic,Male,M,2000,2000,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,85-89 years,85-89,Hispanic,Male,M,2001,2001,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,85-89 years,85-89,Hispanic,Male,M,2002,2002,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,85-89 years,85-89,Hispanic,Male,M,2003,2003,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,85-89 years,85-89,Hispanic,Male,M,2004,2004,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,85-89 years,85-89,Hispanic,Male,M,2005,2005,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,85-89 years,85-89,Hispanic,Male,M,2006,2006,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,85-89 years,85-89,Hispanic,Male,M,2007,2007,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,85-89 years,85-89,Hispanic,Male,M,2008,2008,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,85-89 years,85-89,Hispanic,Male,M,2009,2009,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,85-89 years,85-89,Hispanic,Male,M,2010,2010,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,85-89 years,85-89,Hispanic,Male,M,2011,2011,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,85-89 years,85-89,Hispanic,Male,M,2012,2012,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,85-89 years,85-89,Hispanic,Male,M,2013,2013,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,85-89 years,85-89,Hispanic,Male,M,2014,2014,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,85-89 years,85-89,Hispanic,Male,M,2015,2015,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,85-89 years,85-89,Hispanic,Male,M,2016,2016,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,85-89 years,85-89,Hispanic,Male,M,2017,2017,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,85-89 years,85-89,Hispanic,Male,M,2018,2018,Suppressed,Not Applicable,Not Applicable
Total,Arkansas,5,85-89 years,85-89,Hispanic,Male,M,,,Suppressed,Not Applicable,Not Applicable
Total,Arkansas,5,85-89 years,85-89,Hispanic,,,,,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,90-94 years,90-94,Hispanic,Male,M,1999,1999,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,90-94 years,90-94,Hispanic,Male,M,2000,2000,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,90-94 years,90-94,Hispanic,Male,M,2001,2001,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,90-94 years,90-94,Hispanic,Male,M,2002,2002,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,90-94 years,90-94,Hispanic,Male,M,2003,2003,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,90-94 years,90-94,Hispanic,Male,M,2004,2004,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,90-94 years,90-94,Hispanic,Male,M,2005,2005,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,90-94 years,90-94,Hispanic,Male,M,2006,2006,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,90-94 years,90-94,Hispanic,Male,M,2007,2007,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,90-94 years,90-94,Hispanic,Male,M,2008,2008,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,90-94 years,90-94,Hispanic,Male,M,2009,2009,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,90-94 years,90-94,Hispanic,Male,M,2010,2010,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,90-94 years,90-94,Hispanic,Male,M,2011,2011,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,90-94 years,90-94,Hispanic,Male,M,2012,2012,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,90-94 years,90-94,Hispanic,Male,M,2013,2013,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,90-94 years,90-94,Hispanic,Male,M,2014,2014,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,90-94 years,90-94,Hispanic,Male,M,2015,2015,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,90-94 years,90-94,Hispanic,Male,M,2016,2016,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,90-94 years,90-94,Hispanic,Male,M,2017,2017,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,90-94 years,90-94,Hispanic,Male,M,2018,2018,Suppressed,Not Applicable,Not Applicable
Total,Arkansas,5,90-94 years,90-94,Hispanic,Male,M,,,Suppressed,Not Applicable,Not Applicable
Total,Arkansas,5,90-94 years,90-94,Hispanic,,,,,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,95-99 years,95-99,Hispanic,Male,M,1999,1999,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,95-99 years,95-99,Hispanic,Male,M,2000,2000,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,95-99 years,95-99,Hispanic,Male,M,2001,2001,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,95-99 years,95-99,Hispanic,Male,M,2002,2002,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,95-99 years,95-99,Hispanic,Male,M,2003,2003,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,95-99 years,95-99,Hispanic,Male,M,2004,2004,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,95-99 years,95-99,Hispanic,Male,M,2005,2005,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,95-99 years,95-99,Hispanic,Male,M,2006,2006,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,95-99 years,95-99,Hispanic,Male,M,2007,2007,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,95-99 years,95-99,Hispanic,Male,M,2008,2008,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,95-99 years,95-99,Hispanic,Male,M,2009,2009,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,95-99 years,95-99,Hispanic,Male,M,2010,2010,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,95-99 years,95-99,Hispanic,Male,M,2011,2011,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,95-99 years,95-99,Hispanic,Male,M,2012,2012,Suppressed,Not Applicable,Not Applicable
,Arkansas,5,95-99 years,95-99,Hispanic,Male,M,2013,2013,Suppressed,Not Applicable,Not Applicable
