Notes,State,State Code,Five-Year Age Groups,Five-Year Age Groups Code,Ethnicity,Gender,Gender Code,Year,Year Code,Deaths,Population,Crude Rate
,Alabama,1,80-84 years,80-84,Black,Female,F,2000,2000,18,9538,Unreliable
,Alabama,1,80-84 years,80-84,Black,Female,F,2001,2001,23,9622,239.04
,Alabama,1,80-84 years,80-84,Black,Female,F,2002,2002,19,9636,Unreliable
,Alabama,1,80-84 years,80-84,Black,Female,F,2003,2003,24,10074,238.24
,Alabama,1,80-84 years,80-84,Black,Female,F,2004,2004,41,10099,405.98
,Alabama,1,80-84 years,80-84,Black,Female,F,2005,2005,23,10106,227.59
,Alabama,1,80-84 years,80-84,Black,Female,F,2006,2006,31,10198,303.98
,Alabama,1,80-84 years,80-84,Black,Female,F,2007,2007,43,10307,417.19
,Alabama,1,80-84 years,80-84,Black,Female,F,2008,2008,29,10361,279.9
,Alabama,1,80-84 years,80-84,Black,Female,F,2009,2009,33,10145,325.28
,Alabama,1,80-84 years,80-84,Black,Female,F,2010,2010,29,10187,284.68
,Alabama,1,80-84 years,80-84,Black,Female,F,2011,2011,24,10210,235.06
,Alabama,1,80-84 years,80-84,Black,Female,F,2012,2012,34,10087,337.07
,Alabama,1,80-84 years,80-84,Black,Female,F,2013,2013,34,9950,341.71
,Alabama,1,80-84 years,80-84,Black,Female,F,2014,2014,44,10083,436.38
,Alabama,1,80-84 years,80-84,Black,Female,F,2015,2015,65,10177,638.7
,Alabama,1,80-84 years,80-84,Black,Female,F,2016,2016,52,10510,494.77
,Alabama,1,80-84 years,80-84,Black,Female,F,2017,2017,67,10598,632.19
,Alabama,1,80-84 years,80-84,Black,Female,F,2018,2018,52,10824,480.41
,Alabama,1,85-89 years,85-89,Black,Female,F,1999,1999,21,Not Applicable,Not Applicable
,Alabama,1,85-89 years,85-89,Black,Female,F,2000,2000,25,Not Applicable,Not Applicable
,Alabama,1,85-89 years,85-89,Black,Female,F,2001,2001,30,Not Applicable,Not Applicable
,Alabama,1,85-89 years,85-89,Black,Female,F,2002,2002,28,Not Applicable,Not Applicable
,Alabama,1,85-89 years,85-89,Black,Female,F,2003,2003,35,Not Applicable,Not Applicable
,Alabama,1,85-89 years,85-89,Black,Female,F,2004,2004,27,Not Applicable,Not Applicable
,Alabama,1,85-89 years,85-89,Black,Female,F,2005,2005,33,Not Applicable,Not Applicable
,Alabama,1,85-89 years,85-89,Black,Female,F,2006,2006,42,Not Applicable,Not Applicable
,Alabama,1,85-89 years,85-89,Black,Female,F,2007,2007,36,Not Applicable,Not Applicable
,Alabama,1,85-89 years,85-89,Black,Female,F,2008,2008,40,Not Applicable,Not Applicable
,Alabama,1,85-89 years,85-89,Black,Female,F,2009,2009,38,Not Applicable,Not Applicable
,Alabama,1,85-89 years,85-89,Black,Female,F,2010,2010,38,Not Applicable,Not Applicable
,Alabama,1,85-89 years,85-89,Black,Female,F,2011,2011,38,Not Applicable,Not Applicable
,Alabama,1,85-89 years,85-89,Black,Female,F,2012,2012,36,Not Applicable,Not Applicable
,Alabama,1,85-89 years,85-89,Black,Female,F,2013,2013,37,Not Applicable,Not Applicable
,Alabama,1,85-89 years,85-89,Black,Female,F,2014,2014,47,Not Applicable,Not Applicable
,Alabama,1,85-89 years,85-89,Black,Female,F,2015,2015,64,Not Applicable,Not Applicable
,Alabama,1,85-89 years,85-89,Black,Female,F,2016,2016,59,Not Applicable,Not Applicable
,Alabama,1,85-89 years,85-89,Black,Female,F,2017,2017,60,Not Applicable,Not Applicable
,Alabama,1,85-89 years,85-89,Black,Female,F,2018,2018,76,Not Applicable,Not Applicable
,Alabama,1,90-94 years,90-94,Black,Female,F,1999,1999,15,Not Applicable,Not Applicable
,Alabama,1,90-94 years,90-94,Black,Female,F,2000,2000,16,Not Applicable,Not Applicable
,Alabama,1,90-94 years,90-94,Black,Female,F,2001,2001,22,Not Applicable,Not Applicable
,Alabama,1,90-94 years,90-94,Black,Female,F,2002,2002,29,Not Applicable,Not Applicable
,Alabama,1,90-94 years,90-94,Black,Female,F,2003,2003,29,Not Applicable,Not Applicable
,Alabama,1,90-94 years,90-94,Black,Female,F,2004,2004,35,Not Applicable,Not Applicable
,Alabama,1,90-94 years,90-94,Black,Female,F,2005,2005,38,Not Applicable,Not Applicable
,Alabama,1,90-94 years,90-94,Black,Female,F,2006,2006,44,Not Applicable,Not Applicable
,Alabama,1,90-94 years,90-94,Black,Female,F,2007,2007,29,Not Applicable,Not Applicable
,Alabama,1,90-94 years,90-94,Black,Female,F,2008,2008,37,Not Applicable,Not Applicable
,Alabama,1,90-94 years,90-94,Black,Female,F,2009,2009,36,Not Applicable,Not Applicable
,Alabama,1,90-94 years,90-94,Black,Female,F,2010,2010,34,Not Applicable,Not Applicable
,Alabama,1,90-94 years,90-94,Black,Female,F,2011,2011,45,Not Applicable,Not Applicable
,Alabama,1,90-94 years,90-94,Black,Female,F,2012,2012,34,Not Applicable,Not Applicable
,Alabama,1,90-94 years,90-94,Black,Female,F,2013,2013,36,Not Applicable,Not Applicable
,Alabama,1,90-94 years,90-94,Black,Female,F,2014,2014,58,Not Applicable,Not Applicable
,Alabama,1,90-94 years,90-94,Black,Female,F,2015,2015,70,Not Applicable,Not Applicable
,Alabama,1,90-94 years,90-94,Black,Female,F,2016,2016,77,Not Applicable,Not Applicable
,Alabama,1,90-94 years,90-94,Black,Female,F,2017,2017,78,Not Applicable,Not Applicable
,Alabama,1,90-94 years,90-94,Black,Female,F,2018,2018,50,Not Applicable,Not Applicable
,Alabama,1,95-99 years,95-99,Black,Female,F,1999,1999,Suppressed,Not Applicable,Not Applicable
,Alabama,1,95-99 years,95-99,Black,Female,F,2000,2000,10,Not Applicable,Not Applicable
,Alabama,1,95-99 years,95-99,Black,Female,F,2001,2001,11,Not Applicable,Not Applicable
