Notes,State,Five-Year Age Groups Code,Gender ,Ethnicity,Year,Deaths,Population,Crude Rate
,Kansas,45-49,Male,White,2008,Suppressed,86049,Suppressed
,Kansas,45-49,Male,White,2009,Suppressed,85153,Suppressed
,Kansas,45-49,Male,White,2010,Suppressed,83159,Suppressed
,Kansas,45-49,Male,White,2011,Suppressed,78854,Suppressed
,Kansas,45-49,Male,White,2012,Suppressed,74920,Suppressed
,Kansas,45-49,Male,White,2013,Suppressed,70415,Suppressed
,Kansas,45-49,Male,White,2014,Suppressed,67563,Suppressed
,Kansas,45-49,Male,White,2015,Suppressed,66256,Suppressed
,Kansas,45-49,Male,White,2016,Suppressed,66589,Suppressed
,Kansas,45-49,Male,White,2017,Suppressed,65838,Suppressed
,Kansas,45-49,Male,White,2018,Suppressed,64606,Suppressed
,Kansas,50-54,Male,White,1999,Suppressed,70128,Suppressed
,Kansas,50-54,Male,White,2000,Suppressed,72623,Suppressed
,Kansas,50-54,Male,White,2001,Suppressed,77322,Suppressed
,Kansas,50-54,Male,White,2002,Suppressed,77449,Suppressed
,Kansas,50-54,Male,White,2003,Suppressed,78964,Suppressed
,Kansas,50-54,Male,White,2004,Suppressed,80891,Suppressed
,Kansas,50-54,Male,White,2005,Suppressed,83109,Suppressed
,Kansas,50-54,Male,White,2006,Suppressed,84230,Suppressed
,Kansas,50-54,Male,White,2007,Suppressed,85897,Suppressed
,Kansas,50-54,Male,White,2008,Suppressed,86529,Suppressed
,Kansas,50-54,Male,White,2009,Suppressed,86547,Suppressed
,Kansas,50-54,Male,White,2010,Suppressed,86476,Suppressed
,Kansas,50-54,Male,White,2011,Suppressed,86297,Suppressed
,Kansas,50-54,Male,White,2012,Suppressed,84877,Suppressed
,Kansas,50-54,Male,White,2013,Suppressed,83248,Suppressed
,Kansas,50-54,Male,White,2014,Suppressed,81816,Suppressed
,Kansas,50-54,Male,White,2015,Suppressed,78696,Suppressed
,Kansas,50-54,Male,White,2016,Suppressed,75196,Suppressed
,Kansas,50-54,Male,White,2017,Suppressed,71351,Suppressed
,Kansas,50-54,Male,White,2018,Suppressed,67759,Suppressed
,Kansas,55-59,Male,White,1999,Suppressed,52953,Suppressed
,Kansas,55-59,Male,White,2000,Suppressed,53993,Suppressed
,Kansas,55-59,Male,White,2001,Suppressed,55764,Suppressed
,Kansas,55-59,Male,White,2002,Suppressed,60690,Suppressed
,Kansas,55-59,Male,White,2003,Suppressed,63184,Suppressed
,Kansas,55-59,Male,White,2004,Suppressed,66313,Suppressed
,Kansas,55-59,Male,White,2005,Suppressed,70237,Suppressed
,Kansas,55-59,Male,White,2006,Suppressed,74120,Suppressed
,Kansas,55-59,Male,White,2007,Suppressed,74469,Suppressed
,Kansas,55-59,Male,White,2008,Suppressed,76069,Suppressed
,Kansas,55-59,Male,White,2009,Suppressed,78013,Suppressed
,Kansas,55-59,Male,White,2010,Suppressed,79363,Suppressed
,Kansas,55-59,Male,White,2011,Suppressed,80911,Suppressed
,Kansas,55-59,Male,White,2012,Suppressed,82214,Suppressed
,Kansas,55-59,Male,White,2013,Suppressed,82371,Suppressed
,Kansas,55-59,Male,White,2014,Suppressed,82252,Suppressed
,Kansas,55-59,Male,White,2015,Suppressed,81572,Suppressed
,Kansas,55-59,Male,White,2016,Suppressed,81482,Suppressed
,Kansas,55-59,Male,White,2017,Suppressed,80257,Suppressed
,Kansas,55-59,Male,White,2018,Suppressed,79021,Suppressed
,Kansas,60-64,Male,White,1999,Suppressed,43570,Suppressed
,Kansas,60-64,Male,White,2000,Suppressed,43277,Suppressed
,Kansas,60-64,Male,White,2001,Suppressed,44017,Suppressed
,Kansas,60-64,Male,White,2002,Suppressed,45190,Suppressed
,Kansas,60-64,Male,White,2003,Suppressed,47624,Suppressed
,Kansas,60-64,Male,White,2004,Suppressed,49230,Suppressed
,Kansas,60-64,Male,White,2005,Suppressed,50889,Suppressed
,Kansas,60-64,Male,White,2006,Suppressed,52324,Suppressed
,Kansas,60-64,Male,White,2007,Suppressed,57354,Suppressed
,Kansas,60-64,Male,White,2008,Suppressed,59745,Suppressed
,Kansas,60-64,Male,White,2009,Suppressed,63043,Suppressed
,Kansas,60-64,Male,White,2010,Suppressed,65870,Suppressed
,Kansas,60-64,Male,White,2011,Suppressed,70052,Suppressed
,Kansas,60-64,Male,White,2012,Suppressed,69953,Suppressed
,Kansas,60-64,Male,White,2013,Suppressed,71131,Suppressed
,Kansas,60-64,Male,White,2014,Suppressed,72568,Suppressed
,Kansas,60-64,Male,White,2015,Suppressed,74130,Suppressed
,Kansas,60-64,Male,White,2016,Suppressed,75518,Suppressed
,Kansas,60-64,Male,White,2017,Suppressed,76526,Suppressed
,Kansas,60-64,Male,White,2018,Suppressed,76715,Suppressed
,Kansas,65-69,Male,White,1999,Suppressed,38750,Suppressed
,Kansas,65-69,Male,White,2000,Suppressed,38395,Suppressed
,Kansas,65-69,Male,White,2001,Suppressed,38230,Suppressed
,Kansas,65-69,Male,White,2002,Suppressed,38184,Suppressed
,Kansas,65-69,Male,White,2003,Suppressed,38494,Suppressed
,Kansas,65-69,Male,White,2004,Suppressed,39255,Suppressed
,Kansas,65-69,Male,White,2005,Suppressed,39482,Suppressed
,Kansas,65-69,Male,White,2006,Suppressed,40124,Suppressed
,Kansas,65-69,Male,White,2007,Suppressed,41220,Suppressed
,Kansas,65-69,Male,White,2008,Suppressed,43535,Suppressed
,Kansas,65-69,Male,White,2009,Suppressed,45168,Suppressed
,Kansas,65-69,Male,White,2010,Suppressed,46487,Suppressed
,Kansas,65-69,Male,White,2011,Suppressed,47922,Suppressed
,Kansas,65-69,Male,White,2012,Suppressed,52284,Suppressed
,Kansas,65-69,Male,White,2013,Suppressed,54824,Suppressed
,Kansas,65-69,Male,White,2014,Suppressed,57229,Suppressed
,Kansas,65-69,Male,White,2015,Suppressed,60049,Suppressed
,Kansas,65-69,Male,White,2016,Suppressed,63326,Suppressed
,Kansas,65-69,Male,White,2017,Suppressed,63447,Suppressed
,Kansas,65-69,Male,White,2018,Suppressed,64519,Suppressed
,Kansas,70-74,Male,White,1999,12,36255,Unreliable
,Kansas,70-74,Male,White,2000,15,35863,Unreliable
,Kansas,70-74,Male,White,2001,Suppressed,35238,Suppressed
,Kansas,70-74,Male,White,2002,21,34572,60.74
,Kansas,70-74,Male,White,2003,14,33875,Unreliable
,Kansas,70-74,Male,White,2004,Suppressed,33322,Suppressed
,Kansas,70-74,Male,White,2005,14,33358,Unreliable
,Kansas,70-74,Male,White,2006,Suppressed,33365,Suppressed
,Kansas,70-74,Male,White,2007,10,33597,Unreliable
,Kansas,70-74,Male,White,2008,13,33828,Unreliable
,Kansas,70-74,Male,White,2009,16,34487,Unreliable
,Kansas,70-74,Male,White,2010,15,34671,Unreliable
,Kansas,70-74,Male,White,2011,10,35331,Unreliable
,Kansas,70-74,Male,White,2012,18,36160,Unreliable
,Kansas,70-74,Male,White,2013,10,38184,Unreliable
,Kansas,70-74,Male,White,2014,12,39639,Unreliable
,Kansas,70-74,Male,White,2015,10,40990,Unreliable
,Kansas,70-74,Male,White,2016,Suppressed,41931,Suppressed
,Kansas,70-74,Male,White,2017,Suppressed,46113,Suppressed
,Kansas,70-74,Male,White,2018,19,48212,Unreliable
,Kansas,75-79,Male,White,1999,17,29448,Unreliable
,Kansas,75-79,Male,White,2000,25,29601,84.46
,Kansas,75-79,Male,White,2001,28,29664,94.39
,Kansas,75-79,Male,White,2002,26,29788,87.28
,Kansas,75-79,Male,White,2003,37,30007,123.3
,Kansas,75-79,Male,White,2004,26,29672,87.62
,Kansas,75-79,Male,White,2005,31,29366,105.56
,Kansas,75-79,Male,White,2006,31,29083,106.59
,Kansas,75-79,Male,White,2007,25,28659,87.23
,Kansas,75-79,Male,White,2008,35,28223,124.01
,Kansas,75-79,Male,White,2009,25,27778,90
,Kansas,75-79,Male,White,2010,28,27924,100.27
,Kansas,75-79,Male,White,2011,22,27926,78.78
,Kansas,75-79,Male,White,2012,33,27922,118.19
,Kansas,75-79,Male,White,2013,25,28122,88.9
,Kansas,75-79,Male,White,2014,24,28684,83.67
,Kansas,75-79,Male,White,2015,22,29006,75.85
,Kansas,75-79,Male,White,2016,30,29335,102.27
,Kansas,75-79,Male,White,2017,44,30285,145.29
,Kansas,75-79,Male,White,2018,27,31965,84.47
,Kansas,80-84,Male,White,1999,40,18497,216.25
,Kansas,80-84,Male,White,2000,51,18668,273.19
,Kansas,80-84,Male,White,2001,44,19522,225.39
,Kansas,80-84,Male,White,2002,62,20016,309.75
,Kansas,80-84,Male,White,2003,39,20343,191.71
,Kansas,80-84,Male,White,2004,57,21098,270.17
,Kansas,80-84,Male,White,2005,71,21449,331.02
,Kansas,80-84,Male,White,2006,53,21711,244.12
,Kansas,80-84,Male,White,2007,65,21779,298.45
,Kansas,80-84,Male,White,2008,89,21904,406.32
,Kansas,80-84,Male,White,2009,62,21730,285.32
,Kansas,80-84,Male,White,2010,51,21645,235.62
,Kansas,80-84,Male,White,2011,49,21690,225.91
,Kansas,80-84,Male,White,2012,61,21505,283.65
,Kansas,80-84,Male,White,2013,47,21361,220.03
,Kansas,80-84,Male,White,2014,49,21082,232.43
,Kansas,80-84,Male,White,2015,41,21094,194.37
,Kansas,80-84,Male,White,2016,50,21006,238.03
,Kansas,80-84,Male,White,2017,60,21168,283.45
,Kansas,80-84,Male,White,2018,47,21462,218.99
,Kansas,85-89,Male,White,1999,42,Not Applicable,Not Applicable
,Kansas,85-89,Male,White,2000,63,Not Applicable,Not Applicable
,Kansas,85-89,Male,White,2001,56,Not Applicable,Not Applicable
,Kansas,85-89,Male,White,2002,66,Not Applicable,Not Applicable
,Kansas,85-89,Male,White,2003,66,Not Applicable,Not Applicable
,Kansas,85-89,Male,White,2004,57,Not Applicable,Not Applicable
,Kansas,85-89,Male,White,2005,58,Not Applicable,Not Applicable
,Kansas,85-89,Male,White,2006,59,Not Applicable,Not Applicable
,Kansas,85-89,Male,White,2007,53,Not Applicable,Not Applicable
,Kansas,85-89,Male,White,2008,83,Not Applicable,Not Applicable
,Kansas,85-89,Male,White,2009,71,Not Applicable,Not Applicable
,Kansas,85-89,Male,White,2010,68,Not Applicable,Not Applicable
,Kansas,85-89,Male,White,2011,72,Not Applicable,Not Applicable
,Kansas,85-89,Male,White,2012,61,Not Applicable,Not Applicable
,Kansas,85-89,Male,White,2013,61,Not Applicable,Not Applicable
,Kansas,85-89,Male,White,2014,60,Not Applicable,Not Applicable
,Kansas,85-89,Male,White,2015,76,Not Applicable,Not Applicable
,Kansas,85-89,Male,White,2016,65,Not Applicable,Not Applicable
,Kansas,85-89,Male,White,2017,57,Not Applicable,Not Applicable
,Kansas,85-89,Male,White,2018,66,Not Applicable,Not Applicable
,Kansas,90-94,Male,White,1999,20,Not Applicable,Not Applicable
,Kansas,90-94,Male,White,2000,24,Not Applicable,Not Applicable
,Kansas,90-94,Male,White,2001,30,Not Applicable,Not Applicable
,Kansas,90-94,Male,White,2002,31,Not Applicable,Not Applicable
,Kansas,90-94,Male,White,2003,40,Not Applicable,Not Applicable
,Kansas,90-94,Male,White,2004,35,Not Applicable,Not Applicable
,Kansas,90-94,Male,White,2005,48,Not Applicable,Not Applicable
,Kansas,90-94,Male,White,2006,33,Not Applicable,Not Applicable
,Kansas,90-94,Male,White,2007,47,Not Applicable,Not Applicable
,Kansas,90-94,Male,White,2008,58,Not Applicable,Not Applicable
,Kansas,90-94,Male,White,2009,37,Not Applicable,Not Applicable
,Kansas,90-94,Male,White,2010,39,Not Applicable,Not Applicable
,Kansas,90-94,Male,White,2011,47,Not Applicable,Not Applicable
,Kansas,90-94,Male,White,2012,56,Not Applicable,Not Applicable
,Kansas,90-94,Male,White,2013,35,Not Applicable,Not Applicable
,Kansas,90-94,Male,White,2014,63,Not Applicable,Not Applicable
,Kansas,90-94,Male,White,2015,61,Not Applicable,Not Applicable
,Kansas,90-94,Male,White,2016,51,Not Applicable,Not Applicable
,Kansas,90-94,Male,White,2017,64,Not Applicable,Not Applicable
,Kansas,90-94,Male,White,2018,74,Not Applicable,Not Applicable
,Kansas,95-99,Male,White,1999,Suppressed,Not Applicable,Not Applicable
,Kansas,95-99,Male,White,2000,10,Not Applicable,Not Applicable
,Kansas,95-99,Male,White,2001,10,Not Applicable,Not Applicable
,Kansas,95-99,Male,White,2002,Suppressed,Not Applicable,Not Applicable
,Kansas,95-99,Male,White,2003,11,Not Applicable,Not Applicable
,Kansas,95-99,Male,White,2004,Suppressed,Not Applicable,Not Applicable
,Kansas,95-99,Male,White,2005,17,Not Applicable,Not Applicable
,Kansas,95-99,Male,White,2006,17,Not Applicable,Not Applicable
,Kansas,95-99,Male,White,2007,15,Not Applicable,Not Applicable
,Kansas,95-99,Male,White,2008,18,Not Applicable,Not Applicable
,Kansas,95-99,Male,White,2009,13,Not Applicable,Not Applicable
,Kansas,95-99,Male,White,2010,17,Not Applicable,Not Applicable
,Kansas,95-99,Male,White,2011,15,Not Applicable,Not Applicable
,Kansas,95-99,Male,White,2012,17,Not Applicable,Not Applicable
,Kansas,95-99,Male,White,2013,10,Not Applicable,Not Applicable
,Kansas,95-99,Male,White,2014,27,Not Applicable,Not Applicable
,Kansas,95-99,Male,White,2015,11,Not Applicable,Not Applicable
,Kansas,95-99,Male,White,2016,21,Not Applicable,Not Applicable
,Kansas,95-99,Male,White,2017,23,Not Applicable,Not Applicable
,Kansas,95-99,Male,White,2018,22,Not Applicable,Not Applicable
,Kansas,100+,Male,White,1999,Suppressed,Not Applicable,Not Applicable
,Kansas,100+,Male,White,2000,Suppressed,Not Applicable,Not Applicable
,Kansas,100+,Male,White,2001,Suppressed,Not Applicable,Not Applicable
,Kansas,100+,Male,White,2002,Suppressed,Not Applicable,Not Applicable
,Kansas,100+,Male,White,2003,Suppressed,Not Applicable,Not Applicable
,Kansas,100+,Male,White,2004,Suppressed,Not Applicable,Not Applicable
,Kansas,100+,Male,White,2005,Suppressed,Not Applicable,Not Applicable
,Kansas,100+,Male,White,2006,Suppressed,Not Applicable,Not Applicable
,Kansas,100+,Male,White,2007,Suppressed,Not Applicable,Not Applicable
,Kansas,100+,Male,White,2008,Suppressed,Not Applicable,Not Applicable
,Kansas,100+,Male,White,2009,Suppressed,Not Applicable,Not Applicable
,Kansas,100+,Male,White,2010,Suppressed,Not Applicable,Not Applicable
,Kansas,100+,Male,White,2011,Suppressed,Not Applicable,Not Applicable
,Kansas,100+,Male,White,2012,Suppressed,Not Applicable,Not Applicable
,Kansas,100+,Male,White,2013,Suppressed,Not Applicable,Not Applicable
,Kansas,100+,Male,White,2014,Suppressed,Not Applicable,Not Applicable
,Kansas,100+,Male,White,2015,Suppressed,Not Applicable,Not Applicable
,Kansas,100+,Male,White,2016,Suppressed,Not Applicable,Not Applicable
,Kansas,100+,Male,White,2017,Suppressed,Not Applicable,Not Applicable
,Kansas,100+,Male,White,2018,Suppressed,Not Applicable,Not Applicable
,Kentucky,35-39,Male,White,1999,Suppressed,144077,Suppressed
,Kentucky,35-39,Male,White,2000,Suppressed,142828,Suppressed
,Kentucky,35-39,Male,White,2001,Suppressed,138873,Suppressed
,Kentucky,35-39,Male,White,2002,Suppressed,135847,Suppressed
,Kentucky,35-39,Male,White,2003,Suppressed,131517,Suppressed
,Kentucky,35-39,Male,White,2004,Suppressed,129238,Suppressed
,Kentucky,35-39,Male,White,2005,Suppressed,127197,Suppressed
,Kentucky,35-39,Male,White,2006,Suppressed,127987,Suppressed
,Kentucky,35-39,Male,White,2007,Suppressed,128516,Suppressed
,Kentucky,35-39,Male,White,2008,Suppressed,127393,Suppressed
,Kentucky,35-39,Male,White,2009,Suppressed,125116,Suppressed
,Kentucky,35-39,Male,White,2010,Suppressed,122966,Suppressed
,Kentucky,35-39,Male,White,2011,Suppressed,117840,Suppressed
,Kentucky,35-39,Male,White,2012,Suppressed,115767,Suppressed
,Kentucky,35-39,Male,White,2013,Suppressed,115356,Suppressed
,Kentucky,35-39,Male,White,2014,Suppressed,115870,Suppressed
,Kentucky,35-39,Male,White,2015,Suppressed,116700,Suppressed
,Kentucky,35-39,Male,White,2016,Suppressed,117972,Suppressed
,Kentucky,35-39,Male,White,2017,Suppressed,117196,Suppressed
,Kentucky,35-39,Male,White,2018,Suppressed,116760,Suppressed
,Kentucky,40-44,Male,White,1999,Suppressed,142598,Suppressed
,Kentucky,40-44,Male,White,2000,Suppressed,143185,Suppressed
,Kentucky,40-44,Male,White,2001,Suppressed,144061,Suppressed
,Kentucky,40-44,Male,White,2002,Suppressed,143007,Suppressed
,Kentucky,40-44,Male,White,2003,Suppressed,142349,Suppressed
,Kentucky,40-44,Male,White,2004,Suppressed,142630,Suppressed
,Kentucky,40-44,Male,White,2005,Suppressed,141110,Suppressed
,Kentucky,40-44,Male,White,2006,Suppressed,138766,Suppressed
,Kentucky,40-44,Male,White,2007,Suppressed,136104,Suppressed
,Kentucky,40-44,Male,White,2008,Suppressed,132100,Suppressed
,Kentucky,40-44,Male,White,2009,Suppressed,129145,Suppressed
,Kentucky,40-44,Male,White,2010,Suppressed,127413,Suppressed
,Kentucky,40-44,Male,White,2011,Suppressed,127937,Suppressed
,Kentucky,40-44,Male,White,2012,Suppressed,127308,Suppressed
,Kentucky,40-44,Male,White,2013,Suppressed,126063,Suppressed
,Kentucky,40-44,Male,White,2014,Suppressed,123251,Suppressed
,Kentucky,40-44,Male,White,2015,Suppressed,120264,Suppressed
,Kentucky,40-44,Male,White,2016,Suppressed,115875,Suppressed
,Kentucky,40-44,Male,White,2017,Suppressed,113608,Suppressed
,Kentucky,40-44,Male,White,2018,Suppressed,113248,Suppressed
,Kentucky,45-49,Male,White,1999,Suppressed,130607,Suppressed
,Kentucky,45-49,Male,White,2000,Suppressed,132682,Suppressed
,Kentucky,45-49,Male,White,2001,Suppressed,135390,Suppressed
,Kentucky,45-49,Male,White,2002,Suppressed,137686,Suppressed
,Kentucky,45-49,Male,White,2003,Suppressed,140102,Suppressed
,Kentucky,45-49,Male,White,2004,Suppressed,140990,Suppressed
,Kentucky,45-49,Male,White,2005,Suppressed,141960,Suppressed
,Kentucky,45-49,Male,White,2006,Suppressed,143329,Suppressed
,Kentucky,45-49,Male,White,2007,Suppressed,142834,Suppressed
,Kentucky,45-49,Male,White,2008,Suppressed,142768,Suppressed
,Kentucky,45-49,Male,White,2009,Suppressed,142798,Suppressed
,Kentucky,45-49,Male,White,2010,Suppressed,142039,Suppressed
,Kentucky,45-49,Male,White,2011,Suppressed,137935,Suppressed
,Kentucky,45-49,Male,White,2012,Suppressed,134396,Suppressed
,Kentucky,45-49,Male,White,2013,Suppressed,130508,Suppressed
,Kentucky,45-49,Male,White,2014,Suppressed,127014,Suppressed
,Kentucky,45-49,Male,White,2015,Suppressed,124934,Suppressed
,Kentucky,45-49,Male,White,2016,Suppressed,125451,Suppressed
,Kentucky,45-49,Male,White,2017,Suppressed,124745,Suppressed
,Kentucky,45-49,Male,White,2018,Suppressed,123064,Suppressed
,Kentucky,50-54,Male,White,1999,Suppressed,115679,Suppressed
,Kentucky,50-54,Male,White,2000,Suppressed,119686,Suppressed
,Kentucky,50-54,Male,White,2001,Suppressed,126317,Suppressed
,Kentucky,50-54,Male,White,2002,Suppressed,125671,Suppressed
,Kentucky,50-54,Male,White,2003,Suppressed,127143,Suppressed
,Kentucky,50-54,Male,White,2004,Suppressed,128616,Suppressed
,Kentucky,50-54,Male,White,2005,Suppressed,131712,Suppressed
,Kentucky,50-54,Male,White,2006,Suppressed,134305,Suppressed
,Kentucky,50-54,Male,White,2007,Suppressed,136216,Suppressed
,Kentucky,50-54,Male,White,2008,Suppressed,138929,Suppressed
,Kentucky,50-54,Male,White,2009,Suppressed,139843,Suppressed
,Kentucky,50-54,Male,White,2010,Suppressed,140871,Suppressed
,Kentucky,50-54,Male,White,2011,Suppressed,141685,Suppressed
,Kentucky,50-54,Male,White,2012,Suppressed,140231,Suppressed
,Kentucky,50-54,Male,White,2013,Suppressed,139981,Suppressed
,Kentucky,50-54,Male,White,2014,Suppressed,139163,Suppressed
,Kentucky,50-54,Male,White,2015,Suppressed,137427,Suppressed
,Kentucky,50-54,Male,White,2016,Suppressed,133689,Suppressed
,Kentucky,50-54,Male,White,2017,Suppressed,129986,Suppressed
,Kentucky,50-54,Male,White,2018,Suppressed,125848,Suppressed
,Kentucky,55-59,Male,White,1999,Suppressed,91080,Suppressed
,Kentucky,55-59,Male,White,2000,Suppressed,93016,Suppressed
,Kentucky,55-59,Male,White,2001,Suppressed,95228,Suppressed
,Kentucky,55-59,Male,White,2002,Suppressed,102747,Suppressed
,Kentucky,55-59,Male,White,2003,Suppressed,106889,Suppressed
,Kentucky,55-59,Male,White,2004,Suppressed,112289,Suppressed
,Kentucky,55-59,Male,White,2005,Suppressed,117566,Suppressed
,Kentucky,55-59,Male,White,2006,Suppressed,123498,Suppressed
,Kentucky,55-59,Male,White,2007,Suppressed,122800,Suppressed
,Kentucky,55-59,Male,White,2008,Suppressed,124418,Suppressed
,Kentucky,55-59,Male,White,2009,Suppressed,125584,Suppressed
,Kentucky,55-59,Male,White,2010,Suppressed,127648,Suppressed
,Kentucky,55-59,Male,White,2011,Suppressed,130400,Suppressed
,Kentucky,55-59,Male,White,2012,Suppressed,131547,Suppressed
,Kentucky,55-59,Male,White,2013,Suppressed,133864,Suppressed
,Kentucky,55-59,Male,White,2014,Suppressed,134374,Suppressed
,Kentucky,55-59,Male,White,2015,Suppressed,134895,Suppressed
,Kentucky,55-59,Male,White,2016,Suppressed,134884,Suppressed
,Kentucky,55-59,Male,White,2017,Suppressed,133904,Suppressed
,Kentucky,55-59,Male,White,2018,Suppressed,132833,Suppressed
,Kentucky,60-64,Male,White,1999,Suppressed,74527,Suppressed
,Kentucky,60-64,Male,White,2000,Suppressed,75187,Suppressed
,Kentucky,60-64,Male,White,2001,Suppressed,77419,Suppressed
,Kentucky,60-64,Male,White,2002,Suppressed,80464,Suppressed
,Kentucky,60-64,Male,White,2003,Suppressed,84415,Suppressed
,Kentucky,60-64,Male,White,2004,Suppressed,86602,Suppressed
,Kentucky,60-64,Male,White,2005,Suppressed,89237,Suppressed
,Kentucky,60-64,Male,White,2006,Suppressed,91323,Suppressed
,Kentucky,60-64,Male,White,2007,Suppressed,98750,Suppressed
,Kentucky,60-64,Male,White,2008,Suppressed,103467,Suppressed
,Kentucky,60-64,Male,White,2009,Suppressed,108660,Suppressed
,Kentucky,60-64,Male,White,2010,Suppressed,112462,Suppressed
,Kentucky,60-64,Male,White,2011,Suppressed,118244,Suppressed
,Kentucky,60-64,Male,White,2012,Suppressed,116880,Suppressed
,Kentucky,60-64,Male,White,2013,Suppressed,117406,Suppressed
,Kentucky,60-64,Male,White,2014,Suppressed,118570,Suppressed
,Kentucky,60-64,Male,White,2015,Suppressed,120613,Suppressed
,Kentucky,60-64,Male,White,2016,Suppressed,121813,Suppressed
,Kentucky,60-64,Male,White,2017,Suppressed,123462,Suppressed
,Kentucky,60-64,Male,White,2018,Suppressed,124924,Suppressed
,Kentucky,65-69,Male,White,1999,Suppressed,62535,Suppressed
,Kentucky,65-69,Male,White,2000,Suppressed,62558,Suppressed
,Kentucky,65-69,Male,White,2001,Suppressed,63198,Suppressed
,Kentucky,65-69,Male,White,2002,15,63837,Unreliable
,Kentucky,65-69,Male,White,2003,Suppressed,65584,Suppressed
,Kentucky,65-69,Male,White,2004,Suppressed,67478,Suppressed
,Kentucky,65-69,Male,White,2005,Suppressed,69232,Suppressed
,Kentucky,65-69,Male,White,2006,Suppressed,71500,Suppressed
,Kentucky,65-69,Male,White,2007,Suppressed,74585,Suppressed
,Kentucky,65-69,Male,White,2008,Suppressed,78212,Suppressed
,Kentucky,65-69,Male,White,2009,14,80451,Unreliable
,Kentucky,65-69,Male,White,2010,11,82184,Unreliable
,Kentucky,65-69,Male,White,2011,Suppressed,84272,Suppressed
,Kentucky,65-69,Male,White,2012,Suppressed,91038,Suppressed
,Kentucky,65-69,Male,White,2013,Suppressed,94730,Suppressed
,Kentucky,65-69,Male,White,2014,Suppressed,99185,Suppressed
,Kentucky,65-69,Male,White,2015,12,103006,Unreliable
,Kentucky,65-69,Male,White,2016,13,107156,Unreliable
,Kentucky,65-69,Male,White,2017,17,105856,Unreliable
,Kentucky,65-69,Male,White,2018,12,106009,Unreliable
,Kentucky,70-74,Male,White,1999,13,53022,Unreliable
,Kentucky,70-74,Male,White,2000,Suppressed,53002,Suppressed
,Kentucky,70-74,Male,White,2001,25,52996,47.17
,Kentucky,70-74,Male,White,2002,20,52821,37.86
,Kentucky,70-74,Male,White,2003,11,52589,Unreliable
,Kentucky,70-74,Male,White,2004,16,52888,Unreliable
,Kentucky,70-74,Male,White,2005,36,53723,67.01
,Kentucky,70-74,Male,White,2006,17,54876,Unreliable
,Kentucky,70-74,Male,White,2007,22,55751,39.46
,Kentucky,70-74,Male,White,2008,26,57495,45.22
,Kentucky,70-74,Male,White,2009,23,59241,38.82
,Kentucky,70-74,Male,White,2010,29,60162,48.2
,Kentucky,70-74,Male,White,2011,26,62120,41.85
,Kentucky,70-74,Male,White,2012,19,64673,Unreliable
,Kentucky,70-74,Male,White,2013,11,67467,Unreliable
,Kentucky,70-74,Male,White,2014,30,69344,43.26
,Kentucky,70-74,Male,White,2015,29,71054,40.81
,Kentucky,70-74,Male,White,2016,35,72175,48.49
,Kentucky,70-74,Male,White,2017,31,78791,39.34
,Kentucky,70-74,Male,White,2018,49,82112,59.67
,Kentucky,75-79,Male,White,1999,38,39016,97.4
,Kentucky,75-79,Male,White,2000,38,39504,96.19
,Kentucky,75-79,Male,White,2001,46,40004,114.99
,Kentucky,75-79,Male,White,2002,58,40227,144.18
,Kentucky,75-79,Male,White,2003,47,40731,115.39
,Kentucky,75-79,Male,White,2004,44,40521,108.59
,Kentucky,75-79,Male,White,2005,52,41113,126.48
,Kentucky,75-79,Male,White,2006,45,41643,108.06
,Kentucky,75-79,Male,White,2007,42,41805,100.47
,Kentucky,75-79,Male,White,2008,62,41776,148.41
,Kentucky,75-79,Male,White,2009,61,42162,144.68
,Kentucky,75-79,Male,White,2010,50,42511,117.62
,Kentucky,75-79,Male,White,2011,57,43436,131.23
,Kentucky,75-79,Male,White,2012,58,43967,131.92
,Kentucky,75-79,Male,White,2013,62,45466,136.37
,Kentucky,75-79,Male,White,2014,59,47313,124.7
,Kentucky,75-79,Male,White,2015,64,48512,131.93
,Kentucky,75-79,Male,White,2016,72,49827,144.5
,Kentucky,75-79,Male,White,2017,74,51707,143.11
,Kentucky,75-79,Male,White,2018,71,54141,131.14
,Kentucky,80-84,Male,White,1999,50,22172,225.51
,Kentucky,80-84,Male,White,2000,62,22451,276.16
,Kentucky,80-84,Male,White,2001,63,23343,269.89
,Kentucky,80-84,Male,White,2002,64,24154,264.97
,Kentucky,80-84,Male,White,2003,82,25073,327.05
,Kentucky,80-84,Male,White,2004,79,25973,304.16
,Kentucky,80-84,Male,White,2005,80,26851,297.94
,Kentucky,80-84,Male,White,2006,89,27335,325.59
,Kentucky,80-84,Male,White,2007,82,27717,295.85
,Kentucky,80-84,Male,White,2008,89,28127,316.42
,Kentucky,80-84,Male,White,2009,105,28174,372.68
,Kentucky,80-84,Male,White,2010,103,28533,360.99
,Kentucky,80-84,Male,White,2011,91,29075,312.98
,Kentucky,80-84,Male,White,2012,114,29225,390.08
,Kentucky,80-84,Male,White,2013,114,29384,387.97
,Kentucky,80-84,Male,White,2014,109,29674,367.32
,Kentucky,80-84,Male,White,2015,133,30140,441.27
,Kentucky,80-84,Male,White,2016,100,30770,324.99
,Kentucky,80-84,Male,White,2017,120,31265,383.82
,Kentucky,80-84,Male,White,2018,110,32569,337.74
,Kentucky,85-89,Male,White,1999,52,Not Applicable,Not Applicable
