Notes,State,State Code,Five-Year Age Groups,Five-Year Age Groups Code,Gender,Gender Code,Year,Year Code,Deaths,Population,Crude Rate
,Illinois,17,70-74 years,70-74,Female,F,2017,2017,79,194802,40.55
,Illinois,17,70-74 years,70-74,Female,F,2018,2018,63,200005,31.5
,Illinois,17,75-79 years,75-79,Female,F,1999,1999,108,162688,66.38
,Illinois,17,75-79 years,75-79,Female,F,2000,2000,142,163026,87.1
,Illinois,17,75-79 years,75-79,Female,F,2001,2001,125,160539,77.86
,Illinois,17,75-79 years,75-79,Female,F,2002,2002,137,157892,86.77
,Illinois,17,75-79 years,75-79,Female,F,2003,2003,187,155709,120.1
,Illinois,17,75-79 years,75-79,Female,F,2004,2004,145,151646,95.62
,Illinois,17,75-79 years,75-79,Female,F,2005,2005,150,149207,100.53
,Illinois,17,75-79 years,75-79,Female,F,2006,2006,160,146610,109.13
,Illinois,17,75-79 years,75-79,Female,F,2007,2007,139,142864,97.3
,Illinois,17,75-79 years,75-79,Female,F,2008,2008,139,138526,100.34
,Illinois,17,75-79 years,75-79,Female,F,2009,2009,133,134540,98.86
,Illinois,17,75-79 years,75-79,Female,F,2010,2010,118,132449,89.09
,Illinois,17,75-79 years,75-79,Female,F,2011,2011,130,129879,100.09
,Illinois,17,75-79 years,75-79,Female,F,2012,2012,120,129452,92.7
,Illinois,17,75-79 years,75-79,Female,F,2013,2013,113,130939,86.3
,Illinois,17,75-79 years,75-79,Female,F,2014,2014,137,133414,102.69
,Illinois,17,75-79 years,75-79,Female,F,2015,2015,155,133938,115.73
,Illinois,17,75-79 years,75-79,Female,F,2016,2016,160,135816,117.81
,Illinois,17,75-79 years,75-79,Female,F,2017,2017,148,142631,103.76
,Illinois,17,75-79 years,75-79,Female,F,2018,2018,162,149928,108.05
,Illinois,17,80-84 years,80-84,Female,F,1999,1999,258,125027,206.36
,Illinois,17,80-84 years,80-84,Female,F,2000,2000,285,124742,228.47
,Illinois,17,80-84 years,80-84,Female,F,2001,2001,289,126503,228.45
,Illinois,17,80-84 years,80-84,Female,F,2002,2002,311,127560,243.81
,Illinois,17,80-84 years,80-84,Female,F,2003,2003,343,128054,267.86
,Illinois,17,80-84 years,80-84,Female,F,2004,2004,335,129015,259.66
,Illinois,17,80-84 years,80-84,Female,F,2005,2005,334,128888,259.14
,Illinois,17,80-84 years,80-84,Female,F,2006,2006,341,126989,268.53
,Illinois,17,80-84 years,80-84,Female,F,2007,2007,318,125438,253.51
,Illinois,17,80-84 years,80-84,Female,F,2008,2008,345,123604,279.12
,Illinois,17,80-84 years,80-84,Female,F,2009,2009,270,120776,223.55
,Illinois,17,80-84 years,80-84,Female,F,2010,2010,285,119685,238.13
,Illinois,17,80-84 years,80-84,Female,F,2011,2011,267,118159,225.97
,Illinois,17,80-84 years,80-84,Female,F,2012,2012,310,115010,269.54
,Illinois,17,80-84 years,80-84,Female,F,2013,2013,276,111530,247.47
,Illinois,17,80-84 years,80-84,Female,F,2014,2014,314,108123,290.41
,Illinois,17,80-84 years,80-84,Female,F,2015,2015,326,105535,308.9
,Illinois,17,80-84 years,80-84,Female,F,2016,2016,313,104184,300.43
,Illinois,17,80-84 years,80-84,Female,F,2017,2017,352,105929,332.3
,Illinois,17,80-84 years,80-84,Female,F,2018,2018,339,107214,316.19
,Illinois,17,85-89 years,85-89,Female,F,1999,1999,356,Not Applicable,Not Applicable
,Illinois,17,85-89 years,85-89,Female,F,2000,2000,405,Not Applicable,Not Applicable
,Illinois,17,85-89 years,85-89,Female,F,2001,2001,366,Not Applicable,Not Applicable
,Illinois,17,85-89 years,85-89,Female,F,2002,2002,470,Not Applicable,Not Applicable
,Illinois,17,85-89 years,85-89,Female,F,2003,2003,476,Not Applicable,Not Applicable
,Illinois,17,85-89 years,85-89,Female,F,2004,2004,478,Not Applicable,Not Applicable
,Illinois,17,85-89 years,85-89,Female,F,2005,2005,460,Not Applicable,Not Applicable
,Illinois,17,85-89 years,85-89,Female,F,2006,2006,547,Not Applicable,Not Applicable
,Illinois,17,85-89 years,85-89,Female,F,2007,2007,482,Not Applicable,Not Applicable
,Illinois,17,85-89 years,85-89,Female,F,2008,2008,579,Not Applicable,Not Applicable
,Illinois,17,85-89 years,85-89,Female,F,2009,2009,529,Not Applicable,Not Applicable
,Illinois,17,85-89 years,85-89,Female,F,2010,2010,522,Not Applicable,Not Applicable
,Illinois,17,85-89 years,85-89,Female,F,2011,2011,547,Not Applicable,Not Applicable
,Illinois,17,85-89 years,85-89,Female,F,2012,2012,465,Not Applicable,Not Applicable
,Illinois,17,85-89 years,85-89,Female,F,2013,2013,491,Not Applicable,Not Applicable
,Illinois,17,85-89 years,85-89,Female,F,2014,2014,505,Not Applicable,Not Applicable
,Illinois,17,85-89 years,85-89,Female,F,2015,2015,575,Not Applicable,Not Applicable
,Illinois,17,85-89 years,85-89,Female,F,2016,2016,603,Not Applicable,Not Applicable
,Illinois,17,85-89 years,85-89,Female,F,2017,2017,582,Not Applicable,Not Applicable
,Illinois,17,85-89 years,85-89,Female,F,2018,2018,556,Not Applicable,Not Applicable
,Illinois,17,90-94 years,90-94,Female,F,1999,1999,299,Not Applicable,Not Applicable
,Illinois,17,90-94 years,90-94,Female,F,2000,2000,339,Not Applicable,Not Applicable
,Illinois,17,90-94 years,90-94,Female,F,2001,2001,340,Not Applicable,Not Applicable
,Illinois,17,90-94 years,90-94,Female,F,2002,2002,382,Not Applicable,Not Applicable
,Illinois,17,90-94 years,90-94,Female,F,2003,2003,458,Not Applicable,Not Applicable
,Illinois,17,90-94 years,90-94,Female,F,2004,2004,414,Not Applicable,Not Applicable
,Illinois,17,90-94 years,90-94,Female,F,2005,2005,529,Not Applicable,Not Applicable
,Illinois,17,90-94 years,90-94,Female,F,2006,2006,447,Not Applicable,Not Applicable
,Illinois,17,90-94 years,90-94,Female,F,2007,2007,460,Not Applicable,Not Applicable
,Illinois,17,90-94 years,90-94,Female,F,2008,2008,549,Not Applicable,Not Applicable
,Illinois,17,90-94 years,90-94,Female,F,2009,2009,508,Not Applicable,Not Applicable
,Illinois,17,90-94 years,90-94,Female,F,2010,2010,513,Not Applicable,Not Applicable
,Illinois,17,90-94 years,90-94,Female,F,2011,2011,487,Not Applicable,Not Applicable
,Illinois,17,90-94 years,90-94,Female,F,2012,2012,512,Not Applicable,Not Applicable
,Illinois,17,90-94 years,90-94,Female,F,2013,2013,553,Not Applicable,Not Applicable
,Illinois,17,90-94 years,90-94,Female,F,2014,2014,605,Not Applicable,Not Applicable
,Illinois,17,90-94 years,90-94,Female,F,2015,2015,638,Not Applicable,Not Applicable
,Illinois,17,90-94 years,90-94,Female,F,2016,2016,673,Not Applicable,Not Applicable
,Illinois,17,90-94 years,90-94,Female,F,2017,2017,698,Not Applicable,Not Applicable
,Illinois,17,90-94 years,90-94,Female,F,2018,2018,706,Not Applicable,Not Applicable
,Illinois,17,95-99 years,95-99,Female,F,1999,1999,131,Not Applicable,Not Applicable
,Illinois,17,95-99 years,95-99,Female,F,2000,2000,142,Not Applicable,Not Applicable
,Illinois,17,95-99 years,95-99,Female,F,2001,2001,154,Not Applicable,Not Applicable
,Illinois,17,95-99 years,95-99,Female,F,2002,2002,175,Not Applicable,Not Applicable
,Illinois,17,95-99 years,95-99,Female,F,2003,2003,187,Not Applicable,Not Applicable
,Illinois,17,95-99 years,95-99,Female,F,2004,2004,166,Not Applicable,Not Applicable
,Illinois,17,95-99 years,95-99,Female,F,2005,2005,238,Not Applicable,Not Applicable
,Illinois,17,95-99 years,95-99,Female,F,2006,2006,213,Not Applicable,Not Applicable
,Illinois,17,95-99 years,95-99,Female,F,2007,2007,210,Not Applicable,Not Applicable
,Illinois,17,95-99 years,95-99,Female,F,2008,2008,275,Not Applicable,Not Applicable
,Illinois,17,95-99 years,95-99,Female,F,2009,2009,266,Not Applicable,Not Applicable
,Illinois,17,95-99 years,95-99,Female,F,2010,2010,266,Not Applicable,Not Applicable
,Illinois,17,95-99 years,95-99,Female,F,2011,2011,258,Not Applicable,Not Applicable
,Illinois,17,95-99 years,95-99,Female,F,2012,2012,266,Not Applicable,Not Applicable
,Illinois,17,95-99 years,95-99,Female,F,2013,2013,238,Not Applicable,Not Applicable
,Illinois,17,95-99 years,95-99,Female,F,2014,2014,295,Not Applicable,Not Applicable
,Illinois,17,95-99 years,95-99,Female,F,2015,2015,357,Not Applicable,Not Applicable
,Illinois,17,95-99 years,95-99,Female,F,2016,2016,354,Not Applicable,Not Applicable
,Illinois,17,95-99 years,95-99,Female,F,2017,2017,399,Not Applicable,Not Applicable
,Illinois,17,95-99 years,95-99,Female,F,2018,2018,414,Not Applicable,Not Applicable
,Illinois,17,100+ years,100+,Female,F,1999,1999,19,Not Applicable,Not Applicable
,Illinois,17,100+ years,100+,Female,F,2000,2000,26,Not Applicable,Not Applicable
,Illinois,17,100+ years,100+,Female,F,2001,2001,25,Not Applicable,Not Applicable
,Illinois,17,100+ years,100+,Female,F,2002,2002,40,Not Applicable,Not Applicable
,Illinois,17,100+ years,100+,Female,F,2003,2003,37,Not Applicable,Not Applicable
,Illinois,17,100+ years,100+,Female,F,2004,2004,39,Not Applicable,Not Applicable
,Illinois,17,100+ years,100+,Female,F,2005,2005,32,Not Applicable,Not Applicable
,Illinois,17,100+ years,100+,Female,F,2006,2006,36,Not Applicable,Not Applicable
,Illinois,17,100+ years,100+,Female,F,2007,2007,45,Not Applicable,Not Applicable
,Illinois,17,100+ years,100+,Female,F,2008,2008,35,Not Applicable,Not Applicable
,Illinois,17,100+ years,100+,Female,F,2009,2009,49,Not Applicable,Not Applicable
,Illinois,17,100+ years,100+,Female,F,2010,2010,53,Not Applicable,Not Applicable
,Illinois,17,100+ years,100+,Female,F,2011,2011,63,Not Applicable,Not Applicable
,Illinois,17,100+ years,100+,Female,F,2012,2012,45,Not Applicable,Not Applicable
,Illinois,17,100+ years,100+,Female,F,2013,2013,63,Not Applicable,Not Applicable
,Illinois,17,100+ years,100+,Female,F,2014,2014,63,Not Applicable,Not Applicable
,Illinois,17,100+ years,100+,Female,F,2015,2015,68,Not Applicable,Not Applicable
,Illinois,17,100+ years,100+,Female,F,2016,2016,79,Not Applicable,Not Applicable
,Illinois,17,100+ years,100+,Female,F,2017,2017,99,Not Applicable,Not Applicable
,Illinois,17,100+ years,100+,Female,F,2018,2018,89,Not Applicable,Not Applicable
,Indiana,18,30-34 years,30-34,Female,F,1999,1999,Suppressed,178930,Suppressed
,Indiana,18,30-34 years,30-34,Female,F,2000,2000,Suppressed,178548,Suppressed
,Indiana,18,30-34 years,30-34,Female,F,2001,2001,Suppressed,177617,Suppressed
,Indiana,18,30-34 years,30-34,Female,F,2002,2002,Suppressed,175548,Suppressed
,Indiana,18,30-34 years,30-34,Female,F,2003,2003,Suppressed,172957,Suppressed
,Indiana,18,30-34 years,30-34,Female,F,2004,2004,Suppressed,169098,Suppressed
,Indiana,18,30-34 years,30-34,Female,F,2005,2005,Suppressed,164227,Suppressed
,Indiana,18,30-34 years,30-34,Female,F,2006,2006,Suppressed,158309,Suppressed
,Indiana,18,30-34 years,30-34,Female,F,2007,2007,Suppressed,155654,Suppressed
,Indiana,18,30-34 years,30-34,Female,F,2008,2008,Suppressed,156135,Suppressed
,Indiana,18,30-34 years,30-34,Female,F,2009,2009,Suppressed,157371,Suppressed
,Indiana,18,30-34 years,30-34,Female,F,2010,2010,Suppressed,159272,Suppressed
,Indiana,18,30-34 years,30-34,Female,F,2011,2011,Suppressed,162833,Suppressed
,Indiana,18,30-34 years,30-34,Female,F,2012,2012,Suppressed,163669,Suppressed
,Indiana,18,30-34 years,30-34,Female,F,2013,2013,Suppressed,165155,Suppressed
,Indiana,18,30-34 years,30-34,Female,F,2014,2014,Suppressed,164795,Suppressed
,Indiana,18,30-34 years,30-34,Female,F,2015,2015,Suppressed,163478,Suppressed
,Indiana,18,30-34 years,30-34,Female,F,2016,2016,Suppressed,162675,Suppressed
,Indiana,18,30-34 years,30-34,Female,F,2017,2017,Suppressed,161307,Suppressed
,Indiana,18,30-34 years,30-34,Female,F,2018,2018,Suppressed,161216,Suppressed
,Indiana,18,35-39 years,35-39,Female,F,1999,1999,Suppressed,211442,Suppressed
,Indiana,18,35-39 years,35-39,Female,F,2000,2000,Suppressed,208753,Suppressed
,Indiana,18,35-39 years,35-39,Female,F,2001,2001,Suppressed,200963,Suppressed
,Indiana,18,35-39 years,35-39,Female,F,2002,2002,Suppressed,194439,Suppressed
,Indiana,18,35-39 years,35-39,Female,F,2003,2003,Suppressed,187291,Suppressed
,Indiana,18,35-39 years,35-39,Female,F,2004,2004,Suppressed,180825,Suppressed
,Indiana,18,35-39 years,35-39,Female,F,2005,2005,Suppressed,177878,Suppressed
,Indiana,18,35-39 years,35-39,Female,F,2006,2006,Suppressed,178073,Suppressed
,Indiana,18,35-39 years,35-39,Female,F,2007,2007,Suppressed,176727,Suppressed
,Indiana,18,35-39 years,35-39,Female,F,2008,2008,Suppressed,174398,Suppressed
,Indiana,18,35-39 years,35-39,Female,F,2009,2009,Suppressed,170750,Suppressed
,Indiana,18,35-39 years,35-39,Female,F,2010,2010,Suppressed,167111,Suppressed
,Indiana,18,35-39 years,35-39,Female,F,2011,2011,Suppressed,160009,Suppressed
,Indiana,18,35-39 years,35-39,Female,F,2012,2012,Suppressed,157124,Suppressed
,Indiana,18,35-39 years,35-39,Female,F,2013,2013,Suppressed,156476,Suppressed
,Indiana,18,35-39 years,35-39,Female,F,2014,2014,Suppressed,157631,Suppressed
,Indiana,18,35-39 years,35-39,Female,F,2015,2015,Suppressed,159417,Suppressed
,Indiana,18,35-39 years,35-39,Female,F,2016,2016,Suppressed,161912,Suppressed
,Indiana,18,35-39 years,35-39,Female,F,2017,2017,Suppressed,163137,Suppressed
,Indiana,18,35-39 years,35-39,Female,F,2018,2018,Suppressed,164586,Suppressed
,Indiana,18,40-44 years,40-44,Female,F,1999,1999,Suppressed,211945,Suppressed
,Indiana,18,40-44 years,40-44,Female,F,2000,2000,Suppressed,212511,Suppressed
,Indiana,18,40-44 years,40-44,Female,F,2001,2001,Suppressed,214127,Suppressed
,Indiana,18,40-44 years,40-44,Female,F,2002,2002,Suppressed,212943,Suppressed
,Indiana,18,40-44 years,40-44,Female,F,2003,2003,Suppressed,210975,Suppressed
,Indiana,18,40-44 years,40-44,Female,F,2004,2004,Suppressed,209051,Suppressed
,Indiana,18,40-44 years,40-44,Female,F,2005,2005,Suppressed,205565,Suppressed
,Indiana,18,40-44 years,40-44,Female,F,2006,2006,Suppressed,199125,Suppressed
,Indiana,18,40-44 years,40-44,Female,F,2007,2007,Suppressed,192727,Suppressed
,Indiana,18,40-44 years,40-44,Female,F,2008,2008,Suppressed,185616,Suppressed
,Indiana,18,40-44 years,40-44,Female,F,2009,2009,Suppressed,178943,Suppressed
,Indiana,18,40-44 years,40-44,Female,F,2010,2010,Suppressed,176042,Suppressed
,Indiana,18,40-44 years,40-44,Female,F,2011,2011,Suppressed,175667,Suppressed
,Indiana,18,40-44 years,40-44,Female,F,2012,2012,Suppressed,174085,Suppressed
,Indiana,18,40-44 years,40-44,Female,F,2013,2013,Suppressed,172568,Suppressed
,Indiana,18,40-44 years,40-44,Female,F,2014,2014,Suppressed,168909,Suppressed
,Indiana,18,40-44 years,40-44,Female,F,2015,2015,Suppressed,164461,Suppressed
,Indiana,18,40-44 years,40-44,Female,F,2016,2016,Suppressed,157872,Suppressed
,Indiana,18,40-44 years,40-44,Female,F,2017,2017,Suppressed,155225,Suppressed
,Indiana,18,40-44 years,40-44,Female,F,2018,2018,Suppressed,154704,Suppressed
,Indiana,18,45-49 years,45-49,Female,F,1999,1999,Suppressed,192028,Suppressed
,Indiana,18,45-49 years,45-49,Female,F,2000,2000,Suppressed,194617,Suppressed
,Indiana,18,45-49 years,45-49,Female,F,2001,2001,Suppressed,199322,Suppressed
,Indiana,18,45-49 years,45-49,Female,F,2002,2002,Suppressed,202878,Suppressed
,Indiana,18,45-49 years,45-49,Female,F,2003,2003,Suppressed,205969,Suppressed
,Indiana,18,45-49 years,45-49,Female,F,2004,2004,Suppressed,207793,Suppressed
,Indiana,18,45-49 years,45-49,Female,F,2005,2005,Suppressed,209431,Suppressed
,Indiana,18,45-49 years,45-49,Female,F,2006,2006,Suppressed,211284,Suppressed
,Indiana,18,45-49 years,45-49,Female,F,2007,2007,Suppressed,210545,Suppressed
,Indiana,18,45-49 years,45-49,Female,F,2008,2008,Suppressed,208792,Suppressed
,Indiana,18,45-49 years,45-49,Female,F,2009,2009,Suppressed,207321,Suppressed
,Indiana,18,45-49 years,45-49,Female,F,2010,2010,Suppressed,204798,Suppressed
,Indiana,18,45-49 years,45-49,Female,F,2011,2011,Suppressed,196667,Suppressed
,Indiana,18,45-49 years,45-49,Female,F,2012,2012,Suppressed,189903,Suppressed
,Indiana,18,45-49 years,45-49,Female,F,2013,2013,Suppressed,182832,Suppressed
,Indiana,18,45-49 years,45-49,Female,F,2014,2014,Suppressed,176742,Suppressed
,Indiana,18,45-49 years,45-49,Female,F,2015,2015,Suppressed,173455,Suppressed
,Indiana,18,45-49 years,45-49,Female,F,2016,2016,Suppressed,172962,Suppressed
,Indiana,18,45-49 years,45-49,Female,F,2017,2017,Suppressed,171592,Suppressed
,Indiana,18,45-49 years,45-49,Female,F,2018,2018,Suppressed,169526,Suppressed
,Indiana,18,50-54 years,50-54,Female,F,1999,1999,Suppressed,168268,Suppressed
,Indiana,18,50-54 years,50-54,Female,F,2000,2000,Suppressed,173719,Suppressed
,Indiana,18,50-54 years,50-54,Female,F,2001,2001,Suppressed,183191,Suppressed
,Indiana,18,50-54 years,50-54,Female,F,2002,2002,Suppressed,181727,Suppressed
,Indiana,18,50-54 years,50-54,Female,F,2003,2003,Suppressed,184232,Suppressed
,Indiana,18,50-54 years,50-54,Female,F,2004,2004,Suppressed,187530,Suppressed
,Indiana,18,50-54 years,50-54,Female,F,2005,2005,Suppressed,191377,Suppressed
,Indiana,18,50-54 years,50-54,Female,F,2006,2006,Suppressed,195407,Suppressed
,Indiana,18,50-54 years,50-54,Female,F,2007,2007,Suppressed,199713,Suppressed
,Indiana,18,50-54 years,50-54,Female,F,2008,2008,Suppressed,203339,Suppressed
,Indiana,18,50-54 years,50-54,Female,F,2009,2009,Suppressed,205443,Suppressed
,Indiana,18,50-54 years,50-54,Female,F,2010,2010,Suppressed,206918,Suppressed
,Indiana,18,50-54 years,50-54,Female,F,2011,2011,Suppressed,208303,Suppressed
,Indiana,18,50-54 years,50-54,Female,F,2012,2012,Suppressed,207078,Suppressed
,Indiana,18,50-54 years,50-54,Female,F,2013,2013,Suppressed,205382,Suppressed
,Indiana,18,50-54 years,50-54,Female,F,2014,2014,Suppressed,203143,Suppressed
,Indiana,18,50-54 years,50-54,Female,F,2015,2015,Suppressed,199059,Suppressed
,Indiana,18,50-54 years,50-54,Female,F,2016,2016,Suppressed,191448,Suppressed
,Indiana,18,50-54 years,50-54,Female,F,2017,2017,Suppressed,185014,Suppressed
,Indiana,18,50-54 years,50-54,Female,F,2018,2018,Suppressed,177827,Suppressed
,Indiana,18,55-59 years,55-59,Female,F,1999,1999,Suppressed,134627,Suppressed
,Indiana,18,55-59 years,55-59,Female,F,2000,2000,Suppressed,136913,Suppressed
,Indiana,18,55-59 years,55-59,Female,F,2001,2001,Suppressed,139222,Suppressed
,Indiana,18,55-59 years,55-59,Female,F,2002,2002,Suppressed,150217,Suppressed
,Indiana,18,55-59 years,55-59,Female,F,2003,2003,Suppressed,155062,Suppressed
,Indiana,18,55-59 years,55-59,Female,F,2004,2004,Suppressed,162041,Suppressed
,Indiana,18,55-59 years,55-59,Female,F,2005,2005,Suppressed,170188,Suppressed
,Indiana,18,55-59 years,55-59,Female,F,2006,2006,Suppressed,178777,Suppressed
,Indiana,18,55-59 years,55-59,Female,F,2007,2007,Suppressed,177693,Suppressed
,Indiana,18,55-59 years,55-59,Female,F,2008,2008,Suppressed,180906,Suppressed
,Indiana,18,55-59 years,55-59,Female,F,2009,2009,Suppressed,184657,Suppressed
,Indiana,18,55-59 years,55-59,Female,F,2010,2010,Suppressed,187665,Suppressed
,Indiana,18,55-59 years,55-59,Female,F,2011,2011,Suppressed,192445,Suppressed
,Indiana,18,55-59 years,55-59,Female,F,2012,2012,Suppressed,195883,Suppressed
,Indiana,18,55-59 years,55-59,Female,F,2013,2013,Suppressed,198779,Suppressed
,Indiana,18,55-59 years,55-59,Female,F,2014,2014,Suppressed,200275,Suppressed
,Indiana,18,55-59 years,55-59,Female,F,2015,2015,Suppressed,200867,Suppressed
,Indiana,18,55-59 years,55-59,Female,F,2016,2016,Suppressed,201335,Suppressed
,Indiana,18,55-59 years,55-59,Female,F,2017,2017,Suppressed,199736,Suppressed
,Indiana,18,55-59 years,55-59,Female,F,2018,2018,Suppressed,197755,Suppressed
,Indiana,18,60-64 years ,60-64,Female,F,1999,1999,Suppressed,111334,Suppressed
,Indiana,18,60-64 years ,60-64,Female,F,2000,2000,Suppressed,111520,Suppressed
,Indiana,18,60-64 years ,60-64,Female,F,2001,2001,Suppressed,114576,Suppressed
,Indiana,18,60-64 years ,60-64,Female,F,2002,2002,Suppressed,118540,Suppressed
,Indiana,18,60-64 years ,60-64,Female,F,2003,2003,Suppressed,124281,Suppressed
,Indiana,18,60-64 years ,60-64,Female,F,2004,2004,Suppressed,127777,Suppressed
,Indiana,18,60-64 years ,60-64,Female,F,2005,2005,Suppressed,130986,Suppressed
,Indiana,18,60-64 years ,60-64,Female,F,2006,2006,Suppressed,132951,Suppressed
,Indiana,18,60-64 years ,60-64,Female,F,2007,2007,Suppressed,144315,Suppressed
,Indiana,18,60-64 years ,60-64,Female,F,2008,2008,Suppressed,149545,Suppressed
,Indiana,18,60-64 years ,60-64,Female,F,2009,2009,Suppressed,156890,Suppressed
,Indiana,18,60-64 years ,60-64,Female,F,2010,2010,10,162876,Unreliable
,Indiana,18,60-64 years ,60-64,Female,F,2011,2011,Suppressed,172453,Suppressed
,Indiana,18,60-64 years ,60-64,Female,F,2012,2012,Suppressed,171109,Suppressed
,Indiana,18,60-64 years ,60-64,Female,F,2013,2013,Suppressed,174222,Suppressed
,Indiana,18,60-64 years ,60-64,Female,F,2014,2014,Suppressed,177229,Suppressed
,Indiana,18,60-64 years ,60-64,Female,F,2015,2015,Suppressed,180946,Suppressed
,Indiana,18,60-64 years ,60-64,Female,F,2016,2016,Suppressed,183774,Suppressed
,Indiana,18,60-64 years ,60-64,Female,F,2017,2017,10,187020,Unreliable
,Indiana,18,60-64 years ,60-64,Female,F,2018,2018,Suppressed,189298,Suppressed
,Indiana,18,65-69 years,65-69,Female,F,1999,1999,15,101181,Unreliable
,Indiana,18,65-69 years,65-69,Female,F,2000,2000,12,100438,Unreliable
,Indiana,18,65-69 years,65-69,Female,F,2001,2001,10,99300,Unreliable
,Indiana,18,65-69 years,65-69,Female,F,2002,2002,10,99376,Unreliable
,Indiana,18,65-69 years,65-69,Female,F,2003,2003,Suppressed,100991,Suppressed
,Indiana,18,65-69 years,65-69,Female,F,2004,2004,12,103342,Unreliable
,Indiana,18,65-69 years,65-69,Female,F,2005,2005,14,104850,Unreliable
,Indiana,18,65-69 years,65-69,Female,F,2006,2006,Suppressed,107686,Suppressed
,Indiana,18,65-69 years,65-69,Female,F,2007,2007,25,111674,22.39
,Indiana,18,65-69 years,65-69,Female,F,2008,2008,20,117359,17.04
,Indiana,18,65-69 years,65-69,Female,F,2009,2009,14,120976,Unreliable
,Indiana,18,65-69 years,65-69,Female,F,2010,2010,15,123627,Unreliable
,Indiana,18,65-69 years,65-69,Female,F,2011,2011,15,125921,Unreliable
,Indiana,18,65-69 years,65-69,Female,F,2012,2012,15,135959,Unreliable
,Indiana,18,65-69 years,65-69,Female,F,2013,2013,14,140572,Unreliable
,Indiana,18,65-69 years,65-69,Female,F,2014,2014,17,147094,Unreliable
,Indiana,18,65-69 years,65-69,Female,F,2015,2015,20,153373,13.04
,Indiana,18,65-69 years,65-69,Female,F,2016,2016,21,160637,13.07
,Indiana,18,65-69 years,65-69,Female,F,2017,2017,27,160387,16.83
,Indiana,18,65-69 years,65-69,Female,F,2018,2018,19,162812,Unreliable
,Indiana,18,70-74 years,70-74,Female,F,1999,1999,31,101102,30.66
,Indiana,18,70-74 years,70-74,Female,F,2000,2000,33,99727,33.09
,Indiana,18,70-74 years,70-74,Female,F,2001,2001,34,98168,34.63
,Indiana,18,70-74 years,70-74,Female,F,2002,2002,33,96058,34.35
,Indiana,18,70-74 years,70-74,Female,F,2003,2003,42,94275,44.55
,Indiana,18,70-74 years,70-74,Female,F,2004,2004,31,92250,33.6
,Indiana,18,70-74 years,70-74,Female,F,2005,2005,33,91281,36.15
,Indiana,18,70-74 years,70-74,Female,F,2006,2006,38,91092,41.72
,Indiana,18,70-74 years,70-74,Female,F,2007,2007,45,91467,49.2
,Indiana,18,70-74 years,70-74,Female,F,2008,2008,39,92489,42.17
,Indiana,18,70-74 years,70-74,Female,F,2009,2009,33,94722,34.84
,Indiana,18,70-74 years,70-74,Female,F,2010,2010,37,95685,38.67
,Indiana,18,70-74 years,70-74,Female,F,2011,2011,43,98458,43.67
,Indiana,18,70-74 years,70-74,Female,F,2012,2012,47,102025,46.07
,Indiana,18,70-74 years,70-74,Female,F,2013,2013,29,106685,27.18
,Indiana,18,70-74 years,70-74,Female,F,2014,2014,54,109879,49.14
,Indiana,18,70-74 years,70-74,Female,F,2015,2015,49,112404,43.59
,Indiana,18,70-74 years,70-74,Female,F,2016,2016,69,113759,60.65
,Indiana,18,70-74 years,70-74,Female,F,2017,2017,72,123722,58.19
,Indiana,18,70-74 years,70-74,Female,F,2018,2018,64,128330,49.87
,Indiana,18,75-79 years,75-79,Female,F,1999,1999,87,89113,97.63
,Indiana,18,75-79 years,75-79,Female,F,2000,2000,103,89587,114.97
,Indiana,18,75-79 years,75-79,Female,F,2001,2001,88,89004,98.87
,Indiana,18,75-79 years,75-79,Female,F,2002,2002,101,88616,113.97
,Indiana,18,75-79 years,75-79,Female,F,2003,2003,101,88512,114.11
,Indiana,18,75-79 years,75-79,Female,F,2004,2004,114,86880,131.22
,Indiana,18,75-79 years,75-79,Female,F,2005,2005,92,86058,106.9
,Indiana,18,75-79 years,75-79,Female,F,2006,2006,121,85212,142
,Indiana,18,75-79 years,75-79,Female,F,2007,2007,106,83559,126.86
,Indiana,18,75-79 years,75-79,Female,F,2008,2008,120,81818,146.67
,Indiana,18,75-79 years,75-79,Female,F,2009,2009,113,80067,141.13
,Indiana,18,75-79 years,75-79,Female,F,2010,2010,95,79542,119.43
,Indiana,18,75-79 years,75-79,Female,F,2011,2011,120,79059,151.79
,Indiana,18,75-79 years,75-79,Female,F,2012,2012,111,79312,139.95
,Indiana,18,75-79 years,75-79,Female,F,2013,2013,107,80569,132.81
,Indiana,18,75-79 years,75-79,Female,F,2014,2014,113,82488,136.99
,Indiana,18,75-79 years,75-79,Female,F,2015,2015,135,83762,161.17
,Indiana,18,75-79 years,75-79,Female,F,2016,2016,142,85663,165.77
,Indiana,18,75-79 years,75-79,Female,F,2017,2017,176,89279,197.13
,Indiana,18,75-79 years,75-79,Female,F,2018,2018,145,93887,154.44
,Indiana,18,80-84 years,80-84,Female,F,1999,1999,164,64404,254.64
,Indiana,18,80-84 years,80-84,Female,F,2000,2000,164,64506,254.24
,Indiana,18,80-84 years,80-84,Female,F,2001,2001,185,66186,279.52
,Indiana,18,80-84 years,80-84,Female,F,2002,2002,230,67530,340.59
,Indiana,18,80-84 years,80-84,Female,F,2003,2003,213,68456,311.15
,Indiana,18,80-84 years,80-84,Female,F,2004,2004,208,69696,298.44
,Indiana,18,80-84 years,80-84,Female,F,2005,2005,227,70118,323.74
