Notes,State,State Code,Five-Year Age Groups,Five-Year Age Groups Code,Gender,Gender Code,Year,Year Code,Deaths,Population,Crude Rate
,Minnesota,27,80-84 years,80-84,Female,F,2015,2015,177,54763,323.21
,Minnesota,27,80-84 years,80-84,Female,F,2016,2016,197,55143,357.25
,Minnesota,27,80-84 years,80-84,Female,F,2017,2017,223,55360,402.82
,Minnesota,27,80-84 years,80-84,Female,F,2018,2018,244,56396,432.65
,Minnesota,27,85-89 years,85-89,Female,F,1999,1999,213,Not Applicable,Not Applicable
,Minnesota,27,85-89 years,85-89,Female,F,2000,2000,238,Not Applicable,Not Applicable
,Minnesota,27,85-89 years,85-89,Female,F,2001,2001,214,Not Applicable,Not Applicable
,Minnesota,27,85-89 years,85-89,Female,F,2002,2002,225,Not Applicable,Not Applicable
,Minnesota,27,85-89 years,85-89,Female,F,2003,2003,226,Not Applicable,Not Applicable
,Minnesota,27,85-89 years,85-89,Female,F,2004,2004,220,Not Applicable,Not Applicable
,Minnesota,27,85-89 years,85-89,Female,F,2005,2005,240,Not Applicable,Not Applicable
,Minnesota,27,85-89 years,85-89,Female,F,2006,2006,254,Not Applicable,Not Applicable
,Minnesota,27,85-89 years,85-89,Female,F,2007,2007,246,Not Applicable,Not Applicable
,Minnesota,27,85-89 years,85-89,Female,F,2008,2008,246,Not Applicable,Not Applicable
,Minnesota,27,85-89 years,85-89,Female,F,2009,2009,249,Not Applicable,Not Applicable
,Minnesota,27,85-89 years,85-89,Female,F,2010,2010,261,Not Applicable,Not Applicable
,Minnesota,27,85-89 years,85-89,Female,F,2011,2011,263,Not Applicable,Not Applicable
,Minnesota,27,85-89 years,85-89,Female,F,2012,2012,262,Not Applicable,Not Applicable
,Minnesota,27,85-89 years,85-89,Female,F,2013,2013,259,Not Applicable,Not Applicable
,Minnesota,27,85-89 years,85-89,Female,F,2014,2014,302,Not Applicable,Not Applicable
,Minnesota,27,85-89 years,85-89,Female,F,2015,2015,305,Not Applicable,Not Applicable
,Minnesota,27,85-89 years,85-89,Female,F,2016,2016,392,Not Applicable,Not Applicable
,Minnesota,27,85-89 years,85-89,Female,F,2017,2017,383,Not Applicable,Not Applicable
,Minnesota,27,85-89 years,85-89,Female,F,2018,2018,406,Not Applicable,Not Applicable
,Minnesota,27,90-94 years,90-94,Female,F,1999,1999,198,Not Applicable,Not Applicable
,Minnesota,27,90-94 years,90-94,Female,F,2000,2000,217,Not Applicable,Not Applicable
,Minnesota,27,90-94 years,90-94,Female,F,2001,2001,224,Not Applicable,Not Applicable
,Minnesota,27,90-94 years,90-94,Female,F,2002,2002,201,Not Applicable,Not Applicable
,Minnesota,27,90-94 years,90-94,Female,F,2003,2003,221,Not Applicable,Not Applicable
,Minnesota,27,90-94 years,90-94,Female,F,2004,2004,209,Not Applicable,Not Applicable
,Minnesota,27,90-94 years,90-94,Female,F,2005,2005,264,Not Applicable,Not Applicable
,Minnesota,27,90-94 years,90-94,Female,F,2006,2006,243,Not Applicable,Not Applicable
,Minnesota,27,90-94 years,90-94,Female,F,2007,2007,218,Not Applicable,Not Applicable
,Minnesota,27,90-94 years,90-94,Female,F,2008,2008,247,Not Applicable,Not Applicable
,Minnesota,27,90-94 years,90-94,Female,F,2009,2009,257,Not Applicable,Not Applicable
,Minnesota,27,90-94 years,90-94,Female,F,2010,2010,278,Not Applicable,Not Applicable
,Minnesota,27,90-94 years,90-94,Female,F,2011,2011,281,Not Applicable,Not Applicable
,Minnesota,27,90-94 years,90-94,Female,F,2012,2012,298,Not Applicable,Not Applicable
,Minnesota,27,90-94 years,90-94,Female,F,2013,2013,298,Not Applicable,Not Applicable
,Minnesota,27,90-94 years,90-94,Female,F,2014,2014,337,Not Applicable,Not Applicable
,Minnesota,27,90-94 years,90-94,Female,F,2015,2015,332,Not Applicable,Not Applicable
,Minnesota,27,90-94 years,90-94,Female,F,2016,2016,422,Not Applicable,Not Applicable
,Minnesota,27,90-94 years,90-94,Female,F,2017,2017,462,Not Applicable,Not Applicable
,Minnesota,27,90-94 years,90-94,Female,F,2018,2018,460,Not Applicable,Not Applicable
,Minnesota,27,95-99 years,95-99,Female,F,1999,1999,81,Not Applicable,Not Applicable
,Minnesota,27,95-99 years,95-99,Female,F,2000,2000,74,Not Applicable,Not Applicable
,Minnesota,27,95-99 years,95-99,Female,F,2001,2001,104,Not Applicable,Not Applicable
,Minnesota,27,95-99 years,95-99,Female,F,2002,2002,114,Not Applicable,Not Applicable
,Minnesota,27,95-99 years,95-99,Female,F,2003,2003,112,Not Applicable,Not Applicable
,Minnesota,27,95-99 years,95-99,Female,F,2004,2004,117,Not Applicable,Not Applicable
,Minnesota,27,95-99 years,95-99,Female,F,2005,2005,125,Not Applicable,Not Applicable
,Minnesota,27,95-99 years,95-99,Female,F,2006,2006,111,Not Applicable,Not Applicable
,Minnesota,27,95-99 years,95-99,Female,F,2007,2007,122,Not Applicable,Not Applicable
,Minnesota,27,95-99 years,95-99,Female,F,2008,2008,127,Not Applicable,Not Applicable
,Minnesota,27,95-99 years,95-99,Female,F,2009,2009,141,Not Applicable,Not Applicable
,Minnesota,27,95-99 years,95-99,Female,F,2010,2010,150,Not Applicable,Not Applicable
,Minnesota,27,95-99 years,95-99,Female,F,2011,2011,152,Not Applicable,Not Applicable
,Minnesota,27,95-99 years,95-99,Female,F,2012,2012,143,Not Applicable,Not Applicable
,Minnesota,27,95-99 years,95-99,Female,F,2013,2013,138,Not Applicable,Not Applicable
,Minnesota,27,95-99 years,95-99,Female,F,2014,2014,176,Not Applicable,Not Applicable
,Minnesota,27,95-99 years,95-99,Female,F,2015,2015,210,Not Applicable,Not Applicable
,Minnesota,27,95-99 years,95-99,Female,F,2016,2016,230,Not Applicable,Not Applicable
,Minnesota,27,95-99 years,95-99,Female,F,2017,2017,304,Not Applicable,Not Applicable
,Minnesota,27,95-99 years,95-99,Female,F,2018,2018,262,Not Applicable,Not Applicable
,Minnesota,27,100+ years,100+,Female,F,1999,1999,20,Not Applicable,Not Applicable
,Minnesota,27,100+ years,100+,Female,F,2000,2000,21,Not Applicable,Not Applicable
,Minnesota,27,100+ years,100+,Female,F,2001,2001,15,Not Applicable,Not Applicable
,Minnesota,27,100+ years,100+,Female,F,2002,2002,16,Not Applicable,Not Applicable
,Minnesota,27,100+ years,100+,Female,F,2003,2003,21,Not Applicable,Not Applicable
,Minnesota,27,100+ years,100+,Female,F,2004,2004,24,Not Applicable,Not Applicable
,Minnesota,27,100+ years,100+,Female,F,2005,2005,28,Not Applicable,Not Applicable
,Minnesota,27,100+ years,100+,Female,F,2006,2006,22,Not Applicable,Not Applicable
,Minnesota,27,100+ years,100+,Female,F,2007,2007,27,Not Applicable,Not Applicable
,Minnesota,27,100+ years,100+,Female,F,2008,2008,27,Not Applicable,Not Applicable
,Minnesota,27,100+ years,100+,Female,F,2009,2009,30,Not Applicable,Not Applicable
,Minnesota,27,100+ years,100+,Female,F,2010,2010,31,Not Applicable,Not Applicable
,Minnesota,27,100+ years,100+,Female,F,2011,2011,30,Not Applicable,Not Applicable
,Minnesota,27,100+ years,100+,Female,F,2012,2012,35,Not Applicable,Not Applicable
,Minnesota,27,100+ years,100+,Female,F,2013,2013,24,Not Applicable,Not Applicable
,Minnesota,27,100+ years,100+,Female,F,2014,2014,44,Not Applicable,Not Applicable
,Minnesota,27,100+ years,100+,Female,F,2015,2015,45,Not Applicable,Not Applicable
,Minnesota,27,100+ years,100+,Female,F,2016,2016,74,Not Applicable,Not Applicable
,Minnesota,27,100+ years,100+,Female,F,2017,2017,81,Not Applicable,Not Applicable
,Minnesota,27,100+ years,100+,Female,F,2018,2018,65,Not Applicable,Not Applicable
,Mississippi,28,30-34 years,30-34,Female,F,1999,1999,Suppressed,55711,Suppressed
,Mississippi,28,30-34 years,30-34,Female,F,2000,2000,Suppressed,56432,Suppressed
,Mississippi,28,30-34 years,30-34,Female,F,2001,2001,Suppressed,56410,Suppressed
,Mississippi,28,30-34 years,30-34,Female,F,2002,2002,Suppressed,56658,Suppressed
,Mississippi,28,30-34 years,30-34,Female,F,2003,2003,Suppressed,56390,Suppressed
,Mississippi,28,30-34 years,30-34,Female,F,2004,2004,Suppressed,55424,Suppressed
,Mississippi,28,30-34 years,30-34,Female,F,2005,2005,Suppressed,53957,Suppressed
,Mississippi,28,30-34 years,30-34,Female,F,2006,2006,Suppressed,51208,Suppressed
,Mississippi,28,30-34 years,30-34,Female,F,2007,2007,Suppressed,49895,Suppressed
,Mississippi,28,30-34 years,30-34,Female,F,2008,2008,Suppressed,49389,Suppressed
,Mississippi,28,30-34 years,30-34,Female,F,2009,2009,Suppressed,49614,Suppressed
,Mississippi,28,30-34 years,30-34,Female,F,2010,2010,Suppressed,50390,Suppressed
,Mississippi,28,30-34 years,30-34,Female,F,2011,2011,Suppressed,51334,Suppressed
,Mississippi,28,30-34 years,30-34,Female,F,2012,2012,Suppressed,51786,Suppressed
,Mississippi,28,30-34 years,30-34,Female,F,2013,2013,Suppressed,51942,Suppressed
,Mississippi,28,30-34 years,30-34,Female,F,2014,2014,Suppressed,51900,Suppressed
,Mississippi,28,30-34 years,30-34,Female,F,2015,2015,Suppressed,51483,Suppressed
,Mississippi,28,30-34 years,30-34,Female,F,2016,2016,Suppressed,51135,Suppressed
,Mississippi,28,30-34 years,30-34,Female,F,2017,2017,Suppressed,50171,Suppressed
,Mississippi,28,30-34 years,30-34,Female,F,2018,2018,Suppressed,49491,Suppressed
,Mississippi,28,35-39 years,35-39,Female,F,1999,1999,Suppressed,66249,Suppressed
,Mississippi,28,35-39 years,35-39,Female,F,2000,2000,Suppressed,65573,Suppressed
,Mississippi,28,35-39 years,35-39,Female,F,2001,2001,Suppressed,62871,Suppressed
,Mississippi,28,35-39 years,35-39,Female,F,2002,2002,Suppressed,60405,Suppressed
,Mississippi,28,35-39 years,35-39,Female,F,2003,2003,Suppressed,58047,Suppressed
,Mississippi,28,35-39 years,35-39,Female,F,2004,2004,Suppressed,56479,Suppressed
,Mississippi,28,35-39 years,35-39,Female,F,2005,2005,Suppressed,55749,Suppressed
,Mississippi,28,35-39 years,35-39,Female,F,2006,2006,Suppressed,55583,Suppressed
,Mississippi,28,35-39 years,35-39,Female,F,2007,2007,Suppressed,56084,Suppressed
,Mississippi,28,35-39 years,35-39,Female,F,2008,2008,Suppressed,56006,Suppressed
,Mississippi,28,35-39 years,35-39,Female,F,2009,2009,Suppressed,54771,Suppressed
,Mississippi,28,35-39 years,35-39,Female,F,2010,2010,Suppressed,53655,Suppressed
,Mississippi,28,35-39 years,35-39,Female,F,2011,2011,Suppressed,51017,Suppressed
,Mississippi,28,35-39 years,35-39,Female,F,2012,2012,Suppressed,50190,Suppressed
,Mississippi,28,35-39 years,35-39,Female,F,2013,2013,Suppressed,49665,Suppressed
,Mississippi,28,35-39 years,35-39,Female,F,2014,2014,Suppressed,49635,Suppressed
,Mississippi,28,35-39 years,35-39,Female,F,2015,2015,Suppressed,50028,Suppressed
,Mississippi,28,35-39 years,35-39,Female,F,2016,2016,Suppressed,50586,Suppressed
,Mississippi,28,35-39 years,35-39,Female,F,2017,2017,Suppressed,50777,Suppressed
,Mississippi,28,35-39 years,35-39,Female,F,2018,2018,Suppressed,50894,Suppressed
,Mississippi,28,40-44 years,40-44,Female,F,1999,1999,Suppressed,65862,Suppressed
,Mississippi,28,40-44 years,40-44,Female,F,2000,2000,Suppressed,66102,Suppressed
,Mississippi,28,40-44 years,40-44,Female,F,2001,2001,Suppressed,66362,Suppressed
,Mississippi,28,40-44 years,40-44,Female,F,2002,2002,Suppressed,66037,Suppressed
,Mississippi,28,40-44 years,40-44,Female,F,2003,2003,Suppressed,65932,Suppressed
,Mississippi,28,40-44 years,40-44,Female,F,2004,2004,Suppressed,65488,Suppressed
,Mississippi,28,40-44 years,40-44,Female,F,2005,2005,Suppressed,64535,Suppressed
,Mississippi,28,40-44 years,40-44,Female,F,2006,2006,Suppressed,61833,Suppressed
,Mississippi,28,40-44 years,40-44,Female,F,2007,2007,Suppressed,59730,Suppressed
,Mississippi,28,40-44 years,40-44,Female,F,2008,2008,Suppressed,57528,Suppressed
,Mississippi,28,40-44 years,40-44,Female,F,2009,2009,Suppressed,55954,Suppressed
,Mississippi,28,40-44 years,40-44,Female,F,2010,2010,Suppressed,55216,Suppressed
,Mississippi,28,40-44 years,40-44,Female,F,2011,2011,Suppressed,55509,Suppressed
,Mississippi,28,40-44 years,40-44,Female,F,2012,2012,Suppressed,55708,Suppressed
,Mississippi,28,40-44 years,40-44,Female,F,2013,2013,Suppressed,55435,Suppressed
,Mississippi,28,40-44 years,40-44,Female,F,2014,2014,Suppressed,54120,Suppressed
,Mississippi,28,40-44 years,40-44,Female,F,2015,2015,Suppressed,52447,Suppressed
,Mississippi,28,40-44 years,40-44,Female,F,2016,2016,Suppressed,50352,Suppressed
,Mississippi,28,40-44 years,40-44,Female,F,2017,2017,Suppressed,49262,Suppressed
,Mississippi,28,40-44 years,40-44,Female,F,2018,2018,Suppressed,48769,Suppressed
,Mississippi,28,45-49 years,45-49,Female,F,1999,1999,Suppressed,61612,Suppressed
,Mississippi,28,45-49 years,45-49,Female,F,2000,2000,Suppressed,62350,Suppressed
,Mississippi,28,45-49 years,45-49,Female,F,2001,2001,Suppressed,63414,Suppressed
,Mississippi,28,45-49 years,45-49,Female,F,2002,2002,Suppressed,64340,Suppressed
,Mississippi,28,45-49 years,45-49,Female,F,2003,2003,Suppressed,64926,Suppressed
,Mississippi,28,45-49 years,45-49,Female,F,2004,2004,Suppressed,65445,Suppressed
,Mississippi,28,45-49 years,45-49,Female,F,2005,2005,Suppressed,65666,Suppressed
,Mississippi,28,45-49 years,45-49,Female,F,2006,2006,Suppressed,65568,Suppressed
,Mississippi,28,45-49 years,45-49,Female,F,2007,2007,Suppressed,65372,Suppressed
,Mississippi,28,45-49 years,45-49,Female,F,2008,2008,Suppressed,65425,Suppressed
,Mississippi,28,45-49 years,45-49,Female,F,2009,2009,Suppressed,64734,Suppressed
,Mississippi,28,45-49 years,45-49,Female,F,2010,2010,Suppressed,64122,Suppressed
,Mississippi,28,45-49 years,45-49,Female,F,2011,2011,Suppressed,61200,Suppressed
,Mississippi,28,45-49 years,45-49,Female,F,2012,2012,Suppressed,58956,Suppressed
,Mississippi,28,45-49 years,45-49,Female,F,2013,2013,Suppressed,56545,Suppressed
,Mississippi,28,45-49 years,45-49,Female,F,2014,2014,Suppressed,54929,Suppressed
,Mississippi,28,45-49 years,45-49,Female,F,2015,2015,Suppressed,54264,Suppressed
,Mississippi,28,45-49 years,45-49,Female,F,2016,2016,Suppressed,54889,Suppressed
,Mississippi,28,45-49 years,45-49,Female,F,2017,2017,Suppressed,54869,Suppressed
,Mississippi,28,45-49 years,45-49,Female,F,2018,2018,Suppressed,54343,Suppressed
,Mississippi,28,50-54 years,50-54,Female,F,1999,1999,Suppressed,57811,Suppressed
,Mississippi,28,50-54 years,50-54,Female,F,2000,2000,Suppressed,59248,Suppressed
,Mississippi,28,50-54 years,50-54,Female,F,2001,2001,Suppressed,61785,Suppressed
,Mississippi,28,50-54 years,50-54,Female,F,2002,2002,Suppressed,60411,Suppressed
,Mississippi,28,50-54 years,50-54,Female,F,2003,2003,Suppressed,60314,Suppressed
,Mississippi,28,50-54 years,50-54,Female,F,2004,2004,Suppressed,61328,Suppressed
,Mississippi,28,50-54 years,50-54,Female,F,2005,2005,Suppressed,62414,Suppressed
,Mississippi,28,50-54 years,50-54,Female,F,2006,2006,Suppressed,62802,Suppressed
,Mississippi,28,50-54 years,50-54,Female,F,2007,2007,Suppressed,63757,Suppressed
,Mississippi,28,50-54 years,50-54,Female,F,2008,2008,Suppressed,64327,Suppressed
,Mississippi,28,50-54 years,50-54,Female,F,2009,2009,Suppressed,64723,Suppressed
,Mississippi,28,50-54 years,50-54,Female,F,2010,2010,Suppressed,64765,Suppressed
,Mississippi,28,50-54 years,50-54,Female,F,2011,2011,Suppressed,65104,Suppressed
,Mississippi,28,50-54 years,50-54,Female,F,2012,2012,Suppressed,64641,Suppressed
,Mississippi,28,50-54 years,50-54,Female,F,2013,2013,Suppressed,64422,Suppressed
,Mississippi,28,50-54 years,50-54,Female,F,2014,2014,Suppressed,63739,Suppressed
,Mississippi,28,50-54 years,50-54,Female,F,2015,2015,Suppressed,62113,Suppressed
,Mississippi,28,50-54 years,50-54,Female,F,2016,2016,Suppressed,59648,Suppressed
,Mississippi,28,50-54 years,50-54,Female,F,2017,2017,Suppressed,57381,Suppressed
,Mississippi,28,50-54 years,50-54,Female,F,2018,2018,Suppressed,55287,Suppressed
,Mississippi,28,55-59 years,55-59,Female,F,1999,1999,Suppressed,48486,Suppressed
,Mississippi,28,55-59 years,55-59,Female,F,2000,2000,Suppressed,49322,Suppressed
,Mississippi,28,55-59 years,55-59,Female,F,2001,2001,Suppressed,50221,Suppressed
,Mississippi,28,55-59 years,55-59,Female,F,2002,2002,Suppressed,54013,Suppressed
,Mississippi,28,55-59 years,55-59,Female,F,2003,2003,Suppressed,55920,Suppressed
,Mississippi,28,55-59 years,55-59,Female,F,2004,2004,Suppressed,57480,Suppressed
,Mississippi,28,55-59 years,55-59,Female,F,2005,2005,Suppressed,59496,Suppressed
,Mississippi,28,55-59 years,55-59,Female,F,2006,2006,Suppressed,61236,Suppressed
,Mississippi,28,55-59 years,55-59,Female,F,2007,2007,Suppressed,59816,Suppressed
,Mississippi,28,55-59 years,55-59,Female,F,2008,2008,Suppressed,59753,Suppressed
,Mississippi,28,55-59 years,55-59,Female,F,2009,2009,Suppressed,60590,Suppressed
,Mississippi,28,55-59 years,55-59,Female,F,2010,2010,Suppressed,61387,Suppressed
,Mississippi,28,55-59 years,55-59,Female,F,2011,2011,Suppressed,62159,Suppressed
,Mississippi,28,55-59 years,55-59,Female,F,2012,2012,Suppressed,62821,Suppressed
,Mississippi,28,55-59 years,55-59,Female,F,2013,2013,Suppressed,63009,Suppressed
,Mississippi,28,55-59 years,55-59,Female,F,2014,2014,Suppressed,62945,Suppressed
,Mississippi,28,55-59 years,55-59,Female,F,2015,2015,Suppressed,62947,Suppressed
,Mississippi,28,55-59 years,55-59,Female,F,2016,2016,Suppressed,63279,Suppressed
,Mississippi,28,55-59 years,55-59,Female,F,2017,2017,Suppressed,62909,Suppressed
,Mississippi,28,55-59 years,55-59,Female,F,2018,2018,Suppressed,62464,Suppressed
,Mississippi,28,60-64 years ,60-64,Female,F,1999,1999,Suppressed,43092,Suppressed
,Mississippi,28,60-64 years ,60-64,Female,F,2000,2000,Suppressed,43041,Suppressed
,Mississippi,28,60-64 years ,60-64,Female,F,2001,2001,Suppressed,43829,Suppressed
,Mississippi,28,60-64 years ,60-64,Female,F,2002,2002,Suppressed,45050,Suppressed
,Mississippi,28,60-64 years ,60-64,Female,F,2003,2003,Suppressed,46457,Suppressed
,Mississippi,28,60-64 years ,60-64,Female,F,2004,2004,Suppressed,48044,Suppressed
,Mississippi,28,60-64 years ,60-64,Female,F,2005,2005,Suppressed,48990,Suppressed
,Mississippi,28,60-64 years ,60-64,Female,F,2006,2006,Suppressed,49102,Suppressed
,Mississippi,28,60-64 years ,60-64,Female,F,2007,2007,Suppressed,52819,Suppressed
,Mississippi,28,60-64 years ,60-64,Female,F,2008,2008,Suppressed,54456,Suppressed
,Mississippi,28,60-64 years ,60-64,Female,F,2009,2009,Suppressed,55749,Suppressed
,Mississippi,28,60-64 years ,60-64,Female,F,2010,2010,Suppressed,57268,Suppressed
,Mississippi,28,60-64 years ,60-64,Female,F,2011,2011,Suppressed,59479,Suppressed
,Mississippi,28,60-64 years ,60-64,Female,F,2012,2012,Suppressed,57934,Suppressed
,Mississippi,28,60-64 years ,60-64,Female,F,2013,2013,11,57818,Unreliable
,Mississippi,28,60-64 years ,60-64,Female,F,2014,2014,Suppressed,58509,Suppressed
,Mississippi,28,60-64 years ,60-64,Female,F,2015,2015,Suppressed,59164,Suppressed
,Mississippi,28,60-64 years ,60-64,Female,F,2016,2016,Suppressed,59559,Suppressed
,Mississippi,28,60-64 years ,60-64,Female,F,2017,2017,Suppressed,60244,Suppressed
,Mississippi,28,60-64 years ,60-64,Female,F,2018,2018,Suppressed,60533,Suppressed
,Mississippi,28,65-69 years,65-69,Female,F,1999,1999,Suppressed,39159,Suppressed
,Mississippi,28,65-69 years,65-69,Female,F,2000,2000,Suppressed,39129,Suppressed
,Mississippi,28,65-69 years,65-69,Female,F,2001,2001,Suppressed,38995,Suppressed
,Mississippi,28,65-69 years,65-69,Female,F,2002,2002,Suppressed,39139,Suppressed
,Mississippi,28,65-69 years,65-69,Female,F,2003,2003,Suppressed,39861,Suppressed
,Mississippi,28,65-69 years,65-69,Female,F,2004,2004,Suppressed,40881,Suppressed
,Mississippi,28,65-69 years,65-69,Female,F,2005,2005,Suppressed,41557,Suppressed
,Mississippi,28,65-69 years,65-69,Female,F,2006,2006,Suppressed,41915,Suppressed
,Mississippi,28,65-69 years,65-69,Female,F,2007,2007,10,43120,Unreliable
,Mississippi,28,65-69 years,65-69,Female,F,2008,2008,Suppressed,44188,Suppressed
,Mississippi,28,65-69 years,65-69,Female,F,2009,2009,12,45631,Unreliable
,Mississippi,28,65-69 years,65-69,Female,F,2010,2010,Suppressed,46151,Suppressed
,Mississippi,28,65-69 years,65-69,Female,F,2011,2011,Suppressed,46638,Suppressed
,Mississippi,28,65-69 years,65-69,Female,F,2012,2012,12,50299,Unreliable
,Mississippi,28,65-69 years,65-69,Female,F,2013,2013,Suppressed,51351,Suppressed
,Mississippi,28,65-69 years,65-69,Female,F,2014,2014,Suppressed,52812,Suppressed
,Mississippi,28,65-69 years,65-69,Female,F,2015,2015,16,54395,Unreliable
,Mississippi,28,65-69 years,65-69,Female,F,2016,2016,13,55935,Unreliable
,Mississippi,28,65-69 years,65-69,Female,F,2017,2017,12,54676,Unreliable
,Mississippi,28,65-69 years,65-69,Female,F,2018,2018,22,54691,40.23
,Mississippi,28,70-74 years,70-74,Female,F,1999,1999,15,37102,Unreliable
,Mississippi,28,70-74 years,70-74,Female,F,2000,2000,15,36750,Unreliable
,Mississippi,28,70-74 years,70-74,Female,F,2001,2001,16,36850,Unreliable
,Mississippi,28,70-74 years,70-74,Female,F,2002,2002,12,36290,Unreliable
,Mississippi,28,70-74 years,70-74,Female,F,2003,2003,16,35986,Unreliable
,Mississippi,28,70-74 years,70-74,Female,F,2004,2004,19,35463,Unreliable
,Mississippi,28,70-74 years,70-74,Female,F,2005,2005,27,35684,75.66
,Mississippi,28,70-74 years,70-74,Female,F,2006,2006,21,35517,59.13
,Mississippi,28,70-74 years,70-74,Female,F,2007,2007,24,35666,67.29
,Mississippi,28,70-74 years,70-74,Female,F,2008,2008,24,36251,66.21
,Mississippi,28,70-74 years,70-74,Female,F,2009,2009,20,37162,53.82
,Mississippi,28,70-74 years,70-74,Female,F,2010,2010,24,37435,64.11
,Mississippi,28,70-74 years,70-74,Female,F,2011,2011,27,38216,70.65
,Mississippi,28,70-74 years,70-74,Female,F,2012,2012,24,39623,60.57
,Mississippi,28,70-74 years,70-74,Female,F,2013,2013,19,40708,Unreliable
,Mississippi,28,70-74 years,70-74,Female,F,2014,2014,19,41835,Unreliable
,Mississippi,28,70-74 years,70-74,Female,F,2015,2015,34,42309,80.36
,Mississippi,28,70-74 years,70-74,Female,F,2016,2016,38,42644,89.11
,Mississippi,28,70-74 years,70-74,Female,F,2017,2017,63,45798,137.56
,Mississippi,28,70-74 years,70-74,Female,F,2018,2018,28,47127,59.41
,Mississippi,28,75-79 years,75-79,Female,F,1999,1999,22,31231,70.44
,Mississippi,28,75-79 years,75-79,Female,F,2000,2000,30,31139,96.34
,Mississippi,28,75-79 years,75-79,Female,F,2001,2001,38,30752,123.57
,Mississippi,28,75-79 years,75-79,Female,F,2002,2002,52,31032,167.57
,Mississippi,28,75-79 years,75-79,Female,F,2003,2003,28,31208,89.72
,Mississippi,28,75-79 years,75-79,Female,F,2004,2004,38,31103,122.17
,Mississippi,28,75-79 years,75-79,Female,F,2005,2005,57,31440,181.3
,Mississippi,28,75-79 years,75-79,Female,F,2006,2006,44,31531,139.55
,Mississippi,28,75-79 years,75-79,Female,F,2007,2007,48,30972,154.98
,Mississippi,28,75-79 years,75-79,Female,F,2008,2008,63,30648,205.56
,Mississippi,28,75-79 years,75-79,Female,F,2009,2009,48,30364,158.08
,Mississippi,28,75-79 years,75-79,Female,F,2010,2010,60,30379,197.5
,Mississippi,28,75-79 years,75-79,Female,F,2011,2011,64,30414,210.43
,Mississippi,28,75-79 years,75-79,Female,F,2012,2012,46,30713,149.77
,Mississippi,28,75-79 years,75-79,Female,F,2013,2013,56,31327,178.76
,Mississippi,28,75-79 years,75-79,Female,F,2014,2014,77,32122,239.71
,Mississippi,28,75-79 years,75-79,Female,F,2015,2015,80,32562,245.69
,Mississippi,28,75-79 years,75-79,Female,F,2016,2016,67,33150,202.11
,Mississippi,28,75-79 years,75-79,Female,F,2017,2017,80,33867,236.22
,Mississippi,28,75-79 years,75-79,Female,F,2018,2018,89,35168,253.07
,Mississippi,28,80-84 years,80-84,Female,F,1999,1999,44,22406,196.38
,Mississippi,28,80-84 years,80-84,Female,F,2000,2000,51,22588,225.78
,Mississippi,28,80-84 years,80-84,Female,F,2001,2001,60,22954,261.39
,Mississippi,28,80-84 years,80-84,Female,F,2002,2002,89,23257,382.68
,Mississippi,28,80-84 years,80-84,Female,F,2003,2003,69,23548,293.02
,Mississippi,28,80-84 years,80-84,Female,F,2004,2004,87,23992,362.62
,Mississippi,28,80-84 years,80-84,Female,F,2005,2005,101,23702,426.12
,Mississippi,28,80-84 years,80-84,Female,F,2006,2006,101,23230,434.78
,Mississippi,28,80-84 years,80-84,Female,F,2007,2007,106,23678,447.67
,Mississippi,28,80-84 years,80-84,Female,F,2008,2008,112,24099,464.75
,Mississippi,28,80-84 years,80-84,Female,F,2009,2009,116,24009,483.15
,Mississippi,28,80-84 years,80-84,Female,F,2010,2010,117,24240,482.67
,Mississippi,28,80-84 years,80-84,Female,F,2011,2011,99,24332,406.87
,Mississippi,28,80-84 years,80-84,Female,F,2012,2012,106,24151,438.91
,Mississippi,28,80-84 years,80-84,Female,F,2013,2013,112,23996,466.74
,Mississippi,28,80-84 years,80-84,Female,F,2014,2014,136,23821,570.92
,Mississippi,28,80-84 years,80-84,Female,F,2015,2015,161,23871,674.46
,Mississippi,28,80-84 years,80-84,Female,F,2016,2016,149,23958,621.92
,Mississippi,28,80-84 years,80-84,Female,F,2017,2017,184,23844,771.68
,Mississippi,28,80-84 years,80-84,Female,F,2018,2018,160,24553,651.65
,Mississippi,28,85-89 years,85-89,Female,F,1999,1999,54,Not Applicable,Not Applicable
,Mississippi,28,85-89 years,85-89,Female,F,2000,2000,79,Not Applicable,Not Applicable
,Mississippi,28,85-89 years,85-89,Female,F,2001,2001,73,Not Applicable,Not Applicable
,Mississippi,28,85-89 years,85-89,Female,F,2002,2002,84,Not Applicable,Not Applicable
,Mississippi,28,85-89 years,85-89,Female,F,2003,2003,98,Not Applicable,Not Applicable
,Mississippi,28,85-89 years,85-89,Female,F,2004,2004,111,Not Applicable,Not Applicable
,Mississippi,28,85-89 years,85-89,Female,F,2005,2005,108,Not Applicable,Not Applicable
,Mississippi,28,85-89 years,85-89,Female,F,2006,2006,117,Not Applicable,Not Applicable
,Mississippi,28,85-89 years,85-89,Female,F,2007,2007,130,Not Applicable,Not Applicable
,Mississippi,28,85-89 years,85-89,Female,F,2008,2008,147,Not Applicable,Not Applicable
,Mississippi,28,85-89 years,85-89,Female,F,2009,2009,145,Not Applicable,Not Applicable
,Mississippi,28,85-89 years,85-89,Female,F,2010,2010,138,Not Applicable,Not Applicable
